link_id,source_issue,target_issue,link_type
LINK-02104,DATA-4605,BI-4252,blocks
LINK-02105,CRM-2614,CLOUD-38,is blocked by
LINK-02106,BI-3720,ERP-4422,duplicates
LINK-02107,BANK-4495,CLOUD-2634,is duplicated by
LINK-02108,CRM-1918,BANK-4335,duplicates
LINK-02109,DATA-3031,PORTAL-2400,is blocked by
LINK-02110,ECOM-827,BI-435,duplicates
LINK-02111,BI-3469,BANK-3583,is duplicated by
LINK-02112,BANK-1304,BI-2496,is blocked by
LINK-02113,DATA-1154,DATA-3781,duplicates
LINK-02114,ERP-554,MOB-4006,is duplicated by
LINK-02115,ECOM-1482,ERP-228,relates to
LINK-02116,BANK-545,PORTAL-4614,is blocked by
LINK-02117,CRM-188,CRM-2603,is duplicated by
LINK-02118,BI-4187,BI-2969,duplicates
LINK-02119,BI-1170,SEC-1399,is blocked by
LINK-02120,MOB-2351,SEC-1438,duplicates
LINK-02121,BI-179,CRM-654,is blocked by
LINK-02122,PORTAL-2498,CRM-4376,is duplicated by
LINK-02123,SEC-3334,CLOUD-1741,is blocked by
LINK-02124,CLOUD-1129,DATA-4441,is duplicated by
LINK-02125,BANK-2792,CRM-1036,blocks
LINK-02126,ECOM-2526,DATA-950,is blocked by
LINK-02127,BI-4428,ERP-4085,is duplicated by
LINK-02128,SEC-4751,BANK-2726,blocks
LINK-02129,ERP-2047,CLOUD-72,duplicates
LINK-02130,MOB-962,CLOUD-196,duplicates
LINK-02131,ECOM-312,PORTAL-4837,duplicates
LINK-02132,CLOUD-4627,SEC-3954,is duplicated by
LINK-02133,SEC-1265,BI-3068,duplicates
LINK-02134,ECOM-450,MOB-1175,relates to
LINK-02135,CLOUD-4997,BANK-4414,is blocked by
LINK-02136,ECOM-1973,CRM-4243,is blocked by
LINK-02137,ECOM-2006,ECOM-1385,blocks
LINK-02138,CRM-2341,PORTAL-926,duplicates
LINK-02139,CRM-2798,CRM-4988,blocks
LINK-02140,BANK-178,DATA-1128,is duplicated by
LINK-02141,BI-2158,BANK-4414,relates to
LINK-02142,CLOUD-3955,ERP-3018,is blocked by
LINK-02143,CLOUD-2531,CRM-1713,is duplicated by
LINK-02144,SEC-778,BANK-3089,relates to
LINK-02145,MOB-3134,DATA-3557,is blocked by
LINK-02146,MOB-4366,SEC-212,is duplicated by
LINK-02147,MOB-4865,DATA-3533,relates to
LINK-02148,BI-1894,ERP-695,is blocked by
LINK-02149,PORTAL-219,SEC-4790,relates to
LINK-02150,PORTAL-4293,DATA-3624,relates to
LINK-02151,SEC-3398,CRM-1113,is duplicated by
LINK-02152,ECOM-4887,BI-1064,is blocked by
LINK-02153,BI-513,BANK-1561,blocks
LINK-02154,BANK-593,MOB-3870,is blocked by
LINK-02155,BI-1759,CLOUD-3867,is blocked by
LINK-02156,PORTAL-2249,ERP-1870,duplicates
LINK-02157,CRM-1366,BI-848,is blocked by
LINK-02158,MOB-501,MOB-3493,is blocked by
LINK-02159,ECOM-2611,DATA-2877,is blocked by
LINK-02160,BANK-4147,PORTAL-168,blocks
LINK-02161,BANK-4499,SEC-1508,is blocked by
LINK-02162,DATA-3749,MOB-667,blocks
LINK-02163,BANK-4786,SEC-191,duplicates
LINK-02164,BI-2766,BI-2187,duplicates
LINK-02165,BI-4822,BANK-1000,duplicates
LINK-02166,PORTAL-902,ERP-1538,is duplicated by
LINK-02167,BANK-4609,ERP-4244,is blocked by
LINK-02168,ECOM-3750,BANK-2524,is blocked by
LINK-02169,SEC-3737,ERP-897,duplicates
LINK-02170,PORTAL-1813,BANK-1808,duplicates
LINK-02171,MOB-2016,MOB-499,is blocked by
LINK-02172,BANK-1767,CRM-2139,relates to
LINK-02173,SEC-4737,ECOM-3480,is duplicated by
LINK-02174,CRM-138,MOB-4452,is duplicated by
LINK-02175,ECOM-3027,ERP-3277,is duplicated by
LINK-02176,CLOUD-1465,CLOUD-2739,duplicates
LINK-02177,BI-3540,ECOM-538,relates to
LINK-02178,SEC-115,PORTAL-1110,blocks
LINK-02179,DATA-2649,DATA-4520,is blocked by
LINK-02180,BI-4977,BANK-502,duplicates
LINK-02181,PORTAL-2586,ERP-4879,relates to
LINK-02182,CRM-1266,PORTAL-3905,relates to
LINK-02183,SEC-2031,ERP-4429,is blocked by
LINK-02184,BANK-998,PORTAL-3292,blocks
LINK-02185,SEC-1399,CLOUD-2356,duplicates
LINK-02186,SEC-4339,MOB-3977,duplicates
LINK-02187,BANK-719,SEC-626,blocks
LINK-02188,MOB-3343,CLOUD-4012,relates to
LINK-02189,DATA-3235,BI-2908,is blocked by
LINK-02190,ECOM-2514,CLOUD-1658,is blocked by
LINK-02191,MOB-3078,ERP-2638,duplicates
LINK-02192,CLOUD-1726,CLOUD-2370,is duplicated by
LINK-02193,BI-3593,ECOM-2514,blocks
LINK-02194,BANK-669,PORTAL-1746,duplicates
LINK-02195,ERP-1413,DATA-4604,is duplicated by
LINK-02196,SEC-1415,ERP-1462,blocks
LINK-02197,CLOUD-1518,DATA-1401,is duplicated by
LINK-02198,CRM-537,CRM-809,is blocked by
LINK-02199,PORTAL-2030,ERP-4148,duplicates
LINK-02200,CLOUD-3731,SEC-3431,relates to
LINK-02201,CRM-4873,BI-4841,blocks
LINK-02202,SEC-652,BANK-1817,is duplicated by
LINK-02203,BI-2080,BI-3687,relates to
LINK-02204,SEC-2021,ERP-1420,duplicates
LINK-02205,CRM-1697,SEC-2685,is blocked by
LINK-02206,BI-1887,CRM-2258,relates to
LINK-02207,ERP-3262,BI-1516,relates to
LINK-02208,MOB-3826,BANK-3991,is blocked by
LINK-02209,MOB-2272,BI-3679,duplicates
LINK-02210,BI-4841,PORTAL-1354,relates to
LINK-02211,CRM-2976,BANK-20,is duplicated by
LINK-02212,SEC-1691,CLOUD-3513,blocks
LINK-02213,BANK-3128,CLOUD-4299,is blocked by
LINK-02214,MOB-4588,MOB-1362,blocks
LINK-02215,PORTAL-2709,MOB-1754,is blocked by
LINK-02216,ERP-1207,MOB-3571,duplicates
LINK-02217,BI-3687,BI-3987,is duplicated by
LINK-02218,ERP-75,BI-3868,relates to
LINK-02219,SEC-3543,CLOUD-2125,relates to
LINK-02220,CLOUD-3623,BI-1623,is blocked by
LINK-02221,ECOM-2479,CRM-4928,is blocked by
LINK-02222,ECOM-4910,DATA-789,is blocked by
LINK-02223,ERP-4174,BANK-2435,blocks
LINK-02224,CRM-4616,CRM-4750,duplicates
LINK-02225,ECOM-1255,DATA-4574,relates to
LINK-02226,SEC-4064,ECOM-243,is blocked by
LINK-02227,SEC-3491,CLOUD-4106,is duplicated by
LINK-02228,DATA-2805,ERP-2952,is duplicated by
LINK-02229,CRM-327,CRM-786,is duplicated by
LINK-02230,ECOM-2374,SEC-521,relates to
LINK-02231,BANK-3112,ERP-542,duplicates
LINK-02232,BANK-449,ECOM-2083,duplicates
LINK-02233,CLOUD-336,DATA-2035,relates to
LINK-02234,ECOM-3719,BANK-1297,duplicates
LINK-02235,MOB-3734,BANK-2878,duplicates
LINK-02236,ERP-4326,MOB-4230,relates to
LINK-02237,DATA-1409,CLOUD-229,is duplicated by
LINK-02238,DATA-924,PORTAL-1246,duplicates
LINK-02239,CLOUD-1820,DATA-1221,duplicates
LINK-02240,ECOM-448,BANK-3698,duplicates
LINK-02241,DATA-1687,ERP-3222,blocks
LINK-02242,SEC-2667,BANK-4147,duplicates
LINK-02243,BANK-3006,MOB-3477,duplicates
LINK-02244,CLOUD-3481,DATA-1750,is duplicated by
LINK-02245,SEC-666,BI-3980,is blocked by
LINK-02246,MOB-3150,CRM-3603,relates to
LINK-02247,SEC-4302,ERP-4060,blocks
LINK-02248,SEC-3347,ECOM-3725,blocks
LINK-02249,SEC-4026,CRM-30,is blocked by
LINK-02250,CLOUD-1904,CRM-425,is duplicated by
LINK-02251,SEC-3512,SEC-1279,is duplicated by
LINK-02252,CLOUD-2132,BI-4053,is duplicated by
LINK-02253,BANK-4267,CLOUD-2876,is duplicated by
LINK-02254,MOB-2404,DATA-685,blocks
LINK-02255,SEC-191,PORTAL-1308,blocks
LINK-02256,ECOM-4547,SEC-3145,blocks
LINK-02257,BI-1669,MOB-4310,is blocked by
LINK-02258,CRM-1713,CLOUD-2009,relates to
LINK-02259,MOB-2658,DATA-3612,relates to
LINK-02260,DATA-1433,SEC-3063,blocks
LINK-02261,ERP-1680,BANK-495,is blocked by
LINK-02262,ERP-1901,CRM-3707,is blocked by
LINK-02263,ECOM-3015,BI-3999,relates to
LINK-02264,CRM-2417,CRM-250,relates to
LINK-02265,ERP-137,CRM-1177,is duplicated by
LINK-02266,SEC-1840,PORTAL-4484,blocks
LINK-02267,CLOUD-57,SEC-995,blocks
LINK-02268,ECOM-1942,ERP-3952,blocks
LINK-02269,MOB-4588,DATA-330,is duplicated by
LINK-02270,CLOUD-4726,CLOUD-4250,blocks
LINK-02271,SEC-4703,ECOM-180,blocks
LINK-02272,MOB-933,ERP-2415,is blocked by
LINK-02273,PORTAL-2252,SEC-2034,blocks
LINK-02274,ECOM-3449,ERP-1822,duplicates
LINK-02275,SEC-402,SEC-4584,relates to
LINK-02276,PORTAL-955,BANK-3935,duplicates
LINK-02277,PORTAL-2653,ERP-981,relates to
LINK-02278,ECOM-2971,ERP-3835,duplicates
LINK-02279,ERP-2510,PORTAL-4304,is blocked by
LINK-02280,MOB-736,BI-2063,is duplicated by
LINK-02281,BANK-2208,BI-4117,duplicates
LINK-02282,SEC-659,ERP-1069,is blocked by
LINK-02283,PORTAL-4214,BANK-139,duplicates
LINK-02284,ECOM-1491,BI-3671,is blocked by
LINK-02285,CLOUD-409,ERP-2564,blocks
LINK-02286,BI-628,ECOM-2270,is blocked by
LINK-02287,PORTAL-1110,PORTAL-1852,is duplicated by
LINK-02288,DATA-847,SEC-3086,is blocked by
LINK-02289,DATA-3484,ERP-2293,is blocked by
LINK-02290,CLOUD-2661,BANK-942,duplicates
LINK-02291,ECOM-2011,DATA-3451,relates to
LINK-02292,ERP-1420,BI-1498,blocks
LINK-02293,BI-823,ERP-2606,is blocked by
LINK-02294,SEC-325,PORTAL-4141,is blocked by
LINK-02295,BI-3773,BANK-2427,relates to
LINK-02296,PORTAL-676,BANK-495,duplicates
LINK-02297,ERP-2415,SEC-1797,blocks
LINK-02298,ERP-4970,CLOUD-2426,is duplicated by
LINK-02299,PORTAL-4214,SEC-2401,duplicates
LINK-02300,ECOM-618,ERP-4850,relates to
LINK-02301,BI-2151,BANK-2290,is blocked by
LINK-02302,ERP-2714,BANK-4223,duplicates
LINK-02303,MOB-1157,CRM-3841,duplicates
LINK-02304,BI-4185,SEC-934,duplicates
LINK-02305,CLOUD-4922,DATA-907,blocks
LINK-02306,SEC-3925,CRM-640,duplicates
LINK-02307,CLOUD-4758,SEC-4787,is blocked by
LINK-02308,PORTAL-4293,CRM-4241,relates to
LINK-02309,CLOUD-3261,SEC-2243,is duplicated by
LINK-02310,ECOM-3263,ECOM-1939,is duplicated by
LINK-02311,BANK-3129,BANK-1421,is blocked by
LINK-02312,SEC-4488,ERP-2843,is blocked by
LINK-02313,DATA-2456,ERP-350,is blocked by
LINK-02314,ECOM-655,DATA-4534,is duplicated by
LINK-02315,PORTAL-1971,BI-3946,is duplicated by
LINK-02316,CLOUD-1744,SEC-2689,blocks
LINK-02317,SEC-1060,MOB-2043,is duplicated by
LINK-02318,CRM-599,BANK-4063,relates to
LINK-02319,PORTAL-1349,PORTAL-714,is duplicated by
LINK-02320,BANK-2344,SEC-2856,is blocked by
LINK-02321,BI-1706,MOB-806,duplicates
LINK-02322,BI-2921,DATA-1987,is blocked by
LINK-02323,DATA-726,SEC-2930,relates to
LINK-02324,BI-333,BI-4413,blocks
LINK-02325,BANK-2408,MOB-4463,is blocked by
LINK-02326,DATA-1433,BANK-431,is blocked by
LINK-02327,CLOUD-4714,BANK-3116,relates to
LINK-02328,CRM-3843,PORTAL-4116,duplicates
LINK-02329,PORTAL-1453,BI-3383,blocks
LINK-02330,CLOUD-4922,BANK-299,is duplicated by
LINK-02331,ECOM-1290,ERP-35,blocks
LINK-02332,CRM-1861,SEC-1608,duplicates
LINK-02333,BI-3638,BANK-3655,duplicates
LINK-02334,MOB-492,PORTAL-748,is duplicated by
LINK-02335,BI-2363,SEC-4716,is blocked by
LINK-02336,PORTAL-3370,MOB-4772,is blocked by
LINK-02337,DATA-4710,DATA-1445,is duplicated by
LINK-02338,PORTAL-4474,ERP-2727,is blocked by
LINK-02339,BI-1657,CRM-2485,is blocked by
LINK-02340,ERP-459,MOB-113,relates to
LINK-02341,PORTAL-3766,BI-2001,blocks
LINK-02342,DATA-1088,CLOUD-4163,blocks
LINK-02343,BI-3840,BI-1203,is duplicated by
LINK-02344,CLOUD-713,SEC-3543,relates to
LINK-02345,CRM-2026,BI-2907,blocks
LINK-02346,SEC-1234,BANK-4773,is duplicated by
LINK-02347,ECOM-538,CLOUD-3516,is duplicated by
LINK-02348,PORTAL-714,MOB-2319,duplicates
LINK-02349,BANK-2552,ECOM-2673,duplicates
LINK-02350,ECOM-180,PORTAL-3020,is duplicated by
LINK-02351,SEC-994,ERP-3875,blocks
LINK-02352,CRM-2976,PORTAL-3436,duplicates
LINK-02353,DATA-9,ERP-3301,relates to
LINK-02354,CRM-1351,CLOUD-4132,is duplicated by
LINK-02355,DATA-3749,ECOM-275,blocks
LINK-02356,MOB-3134,BANK-1194,is duplicated by
LINK-02357,SEC-1608,CLOUD-2986,is duplicated by
LINK-02358,CLOUD-437,ERP-787,is blocked by
LINK-02359,MOB-121,BANK-4646,is duplicated by
LINK-02360,CLOUD-2462,SEC-3298,is duplicated by
LINK-02361,PORTAL-4597,DATA-4200,is duplicated by
LINK-02362,PORTAL-2400,DATA-1220,is blocked by
LINK-02363,ERP-2337,CRM-1382,duplicates
LINK-02364,CLOUD-1469,ERP-2870,is blocked by
LINK-02365,BANK-2086,SEC-4172,is duplicated by
LINK-02366,CRM-3461,DATA-4788,is duplicated by
LINK-02367,BANK-4511,MOB-683,blocks
LINK-02368,ECOM-4546,CRM-3964,duplicates
LINK-02369,ECOM-448,ERP-4478,blocks
LINK-02370,BI-3271,PORTAL-3866,is duplicated by
LINK-02371,CRM-4873,DATA-2901,blocks
LINK-02372,DATA-1562,DATA-1594,is blocked by
LINK-02373,DATA-2134,BI-2672,is blocked by
LINK-02374,CRM-2674,DATA-1649,is blocked by
LINK-02375,BI-1339,BANK-738,is blocked by
LINK-02376,MOB-948,ECOM-4885,relates to
LINK-02377,BI-4430,PORTAL-748,is blocked by
LINK-02378,BI-4430,ERP-2784,is blocked by
LINK-02379,CRM-2898,ERP-3025,blocks
LINK-02380,DATA-555,CRM-3479,blocks
LINK-02381,BANK-3658,PORTAL-3367,duplicates
LINK-02382,MOB-3919,DATA-657,is duplicated by
LINK-02383,ERP-1550,CRM-1926,is blocked by
LINK-02384,ERP-2018,ECOM-3246,relates to
LINK-02385,CRM-2949,CLOUD-910,duplicates
LINK-02386,BI-703,BI-3383,duplicates
LINK-02387,ECOM-4883,CRM-1162,blocks
LINK-02388,MOB-980,CRM-419,duplicates
LINK-02389,MOB-932,BI-1170,blocks
LINK-02390,BI-477,ERP-2211,duplicates
LINK-02391,ERP-4081,CLOUD-3121,relates to
LINK-02392,PORTAL-1630,CLOUD-4309,duplicates
LINK-02393,CRM-4487,DATA-440,duplicates
LINK-02394,ECOM-4677,ECOM-447,relates to
LINK-02395,BI-1898,BANK-1863,duplicates
LINK-02396,MOB-1096,SEC-3907,blocks
LINK-02397,PORTAL-174,ERP-2982,blocks
LINK-02398,MOB-4835,CLOUD-354,relates to
LINK-02399,PORTAL-4966,ERP-3587,blocks
LINK-02400,ERP-3745,ERP-554,is blocked by
LINK-02401,BI-2701,ERP-3388,is blocked by
LINK-02402,ERP-4016,CRM-2724,duplicates
LINK-02403,BI-1313,CLOUD-2052,is blocked by
LINK-02404,MOB-602,ECOM-3307,is blocked by
LINK-02405,BANK-1183,CLOUD-2686,duplicates
LINK-02406,BANK-468,PORTAL-2326,is blocked by
LINK-02407,PORTAL-3149,DATA-3011,blocks
LINK-02408,SEC-796,BI-1348,is blocked by
LINK-02409,MOB-4114,ERP-3745,blocks
LINK-02410,PORTAL-572,CLOUD-2916,blocks
LINK-02411,SEC-1438,PORTAL-2076,is blocked by
LINK-02412,SEC-2423,MOB-260,is duplicated by
LINK-02413,PORTAL-3701,CRM-3676,relates to
LINK-02414,PORTAL-519,ERP-4561,duplicates
LINK-02415,BI-2150,DATA-1999,relates to
LINK-02416,SEC-760,PORTAL-598,duplicates
LINK-02417,ERP-228,DATA-3904,duplicates
LINK-02418,BI-1514,ECOM-334,relates to
LINK-02419,ERP-583,CRM-2065,blocks
LINK-02420,DATA-4574,ECOM-4792,is duplicated by
LINK-02421,CRM-3051,BANK-1059,is blocked by
LINK-02422,BI-3469,CLOUD-4967,is duplicated by
LINK-02423,BANK-1948,CRM-138,duplicates
LINK-02424,SEC-3684,SEC-3201,is blocked by
LINK-02425,PORTAL-2030,CLOUD-4408,duplicates
LINK-02426,PORTAL-4474,CRM-1926,duplicates
LINK-02427,ECOM-172,ERP-3856,duplicates
LINK-02428,BI-3122,CLOUD-3170,blocks
LINK-02429,ERP-1914,CRM-814,is blocked by
LINK-02430,BI-3868,CRM-4254,duplicates
LINK-02431,ECOM-1939,BI-1514,is duplicated by
LINK-02432,CRM-427,ERP-438,is blocked by
LINK-02433,CRM-2282,SEC-1142,relates to
LINK-02434,CLOUD-1499,PORTAL-4418,is duplicated by
LINK-02435,BANK-694,ERP-2135,relates to
LINK-02436,BI-1363,BANK-4744,blocks
LINK-02437,MOB-3607,CRM-2889,is blocked by
LINK-02438,BI-4449,CLOUD-4740,is duplicated by
LINK-02439,CRM-4812,CRM-3256,blocks
LINK-02440,BANK-4107,CLOUD-2995,blocks
LINK-02441,BANK-1484,BANK-4345,relates to
LINK-02442,PORTAL-3630,BANK-109,is blocked by
LINK-02443,MOB-1664,ERP-4081,is blocked by
LINK-02444,ERP-3455,MOB-1660,is duplicated by
LINK-02445,DATA-2616,BI-1192,duplicates
LINK-02446,MOB-4930,BANK-2317,is duplicated by
LINK-02447,MOB-3556,CRM-378,is blocked by
LINK-02448,CRM-1643,MOB-815,duplicates
LINK-02449,CRM-393,BANK-4940,duplicates
LINK-02450,CLOUD-2345,DATA-315,is blocked by
LINK-02451,PORTAL-3130,DATA-4229,duplicates
LINK-02452,BI-838,DATA-4635,is blocked by
LINK-02453,ERP-1901,BANK-2427,is blocked by
LINK-02454,DATA-4431,PORTAL-2861,is duplicated by
LINK-02455,BANK-1982,CLOUD-4704,blocks
LINK-02456,ECOM-3829,MOB-2706,is blocked by
LINK-02457,ECOM-2611,DATA-60,is blocked by
LINK-02458,DATA-3965,PORTAL-4076,is duplicated by
LINK-02459,MOB-3353,BANK-2722,relates to
LINK-02460,PORTAL-2664,CLOUD-62,is blocked by
LINK-02461,ERP-2015,MOB-3078,is duplicated by
LINK-02462,CLOUD-3268,MOB-2583,is blocked by
LINK-02463,CLOUD-4363,MOB-2253,duplicates
LINK-02464,ECOM-1530,BI-3475,is blocked by
LINK-02465,ECOM-653,CRM-2776,duplicates
LINK-02466,ERP-2027,SEC-4568,duplicates
LINK-02467,ERP-1853,BI-445,duplicates
LINK-02468,DATA-996,ERP-4135,relates to
LINK-02469,SEC-4005,MOB-627,blocks
LINK-02470,ERP-3649,BI-403,is blocked by
LINK-02471,PORTAL-1646,SEC-1568,relates to
LINK-02472,MOB-1416,SEC-634,relates to
LINK-02473,BI-2844,SEC-1766,is duplicated by
LINK-02474,CRM-316,ECOM-2024,blocks
LINK-02475,MOB-3992,SEC-2442,is blocked by
LINK-02476,DATA-3819,MOB-1416,is blocked by
LINK-02477,CRM-4572,SEC-4167,blocks
LINK-02478,PORTAL-4959,CLOUD-3314,relates to
LINK-02479,MOB-366,CRM-4072,duplicates
LINK-02480,CRM-4689,SEC-1551,relates to
LINK-02481,SEC-1919,MOB-1031,is duplicated by
LINK-02482,SEC-1702,CLOUD-1502,duplicates
LINK-02483,SEC-101,DATA-2023,relates to
LINK-02484,ERP-3233,BANK-4378,is blocked by
LINK-02485,BANK-3658,ECOM-3126,blocks
LINK-02486,BI-4960,SEC-2000,relates to
LINK-02487,CLOUD-4106,DATA-93,is blocked by
LINK-02488,BI-2350,BI-4767,relates to
LINK-02489,MOB-2583,ERP-1040,blocks
LINK-02490,ECOM-3065,DATA-3779,is blocked by
LINK-02491,MOB-3569,DATA-2215,is duplicated by
LINK-02492,MOB-3863,ECOM-692,duplicates
LINK-02493,ERP-221,BI-1133,is duplicated by
LINK-02494,BANK-1815,PORTAL-1408,is blocked by
LINK-02495,SEC-1325,PORTAL-2124,is blocked by
LINK-02496,DATA-386,ECOM-2357,duplicates
LINK-02497,CRM-4590,BI-982,blocks
LINK-02498,CLOUD-4469,BI-2921,relates to
LINK-02499,BI-2907,SEC-4201,is blocked by
LINK-02500,ECOM-2762,CLOUD-1923,relates to
