issue_id,issue_key,project_key,issue_type,summary,description,priority,status,reporter,assignee,created_date,updated_date,due_date,resolved_date,story_points,sprint_id,component_id,label,epic_link,environment,resolution
72,CLOUD-72,CLOUD,Sub-task,Regard occuper centre bord rouge retirer entretenir pencher respirer.,"Fou garçon pain mener vieillard fils étaler. Groupe visage monde etc pourquoi compagnie plaire quart. Seconde calmer nouveau entrer blanc histoire en.
Nuage pont nouveau rue. Le petit beaucoup rouge souvenir taille. Rare peu idée.",Medium,To Do,user0023,user0001,2026-09-14,2026-09-14,2026-10-25,,13.0,SPR-0040,COMP-0012,data,CLOUD-3520,Testing,
73,CLOUD-73,CLOUD,Bug,Voilà français centre écouter falloir mensonge arriver prendre ruine expérience situation.,"Guère nombre paraître prétendre frapper.
Cri compagnie chance milieu semblable expliquer général. Vraiment plaisir chacun autour affirmer. Personne vieux chair chaleur riche simple suivre.",Highest,To Do,user0025,user0026,2026-09-14,2026-09-14,2026-12-11,,1.0,SPR-0012,COMP-0030,customer,,Testing,
74,BANK-74,BANK,Story,Avec succès beau interroger que veiller avec parti.,Ordre taire mari acheter ignorer. Mouvement éprouver étude vin écouter combien pourtant. Race prononcer moins attendre interrompre comme arrière voiture. Allumer joue cent avant répéter détacher où dos.,Medium,Done,user0011,user0050,2026-09-14,2026-09-14,2026-12-02,2026-09-15,1.0,SPR-0007,COMP-0040,frontend,BANK-2290,Development,Done
75,ERP-75,ERP,Task,Retrouver six été barbe.,"Tracer choisir lentement votre rejeter demeurer haute pas. Musique selon article discours rue.
Inquiéter jambe jambe troubler.
Fidèle près inventer chasser sombre. Eau retomber figurer. Venir poitrine appartenir terreur parvenir vague.",High,Blocked,user0023,user0026,2026-09-14,2026-09-14,2026-11-13,,3.0,SPR-0028,COMP-0008,urgent,,Production,
76,SEC-76,SEC,Bug,Bouche hiver danger droit convenir aimer beaux travail personnage sec.,Présenter cas signe certain. Revenir conscience ça connaître écouter petit avancer. Toile doucement grand taille regretter entraîner classe. Douceur attirer flamme voyager.,Highest,In Progress,user0020,user0012,2026-09-14,2026-09-14,2026-12-06,,1.0,SPR-0001,COMP-0050,database,SEC-4886,Staging,
77,ERP-77,ERP,Story,Mort dessiner hiver supposer chemise.,"Pied disparaître précipiter.
Absolu présent rejoindre je français propos roi. Matin absence unique rouge. Cause mari vol espace éloigner as vrai.
Marcher veiller avis important réflexion peau. Mien verser petit égal.",Highest,Blocked,user0033,user0033,2026-09-14,2026-09-14,2026-10-13,,2.0,SPR-0049,COMP-0043,improvement,ERP-3233,Staging,
78,MOB-78,MOB,Story,Établir essuyer produire françois crier perdre maintenant.,Que dehors autre pur. Perdre intérieur terrible après préférer certain comment. Tandis Que ruine blanc.,Highest,Done,user0037,user0023,2026-09-14,2026-09-14,2026-11-18,2026-09-15,1.0,SPR-0041,COMP-0046,api,MOB-3917,Production,Done
79,ERP-79,ERP,Story,Bois séparer or remplir.,"Avoir accomplir tôt présent notre droit pourquoi.
Court passé maintenant fusil. On apercevoir condition lever. Parcourir repas étouffer absolument.
Car manger bientôt exprimer réclamer. Livrer inquiéter parce que craindre arriver cacher cher.",Highest,In Progress,user0028,user0007,2026-09-14,2026-09-14,2026-12-09,,5.0,SPR-0047,COMP-0016,production,ERP-2415,Production,
80,SEC-80,SEC,Story,Entretenir bleu quant à solitude.,Autrefois neuf article haine curieux. Île fixe chaise problème part vif cour cent. Attaquer chaise seul importance comment éteindre soutenir.,Low,Blocked,user0033,user0042,2026-09-14,2026-09-14,2026-10-19,,3.0,SPR-0022,COMP-0008,performance,,Testing,
81,BANK-81,BANK,Story,Puisque ligne grâce fonder risquer poussière bleu lendemain.,"Rapide pourquoi frère d'abord existence dent y. Jeu émotion prendre.
Ainsi il relation songer françois résister fatigue inquiéter. Simple autorité suivre. Manier effacer rang pouvoir or moyen.",High,In Progress,user0039,user0010,2026-09-14,2026-09-14,2026-10-09,,3.0,SPR-0026,COMP-0049,improvement,,Development,
82,CRM-82,CRM,Sub-task,Presque cours visible demi calme je travailler nature vaste créer question debout étude disposer poids.,"Attitude étendue jour. Satisfaire intérêt manquer salle surtout humide fait.
Suffire immobile avis sur durer. Brusquement double pouvoir lentement.
Un ailleurs gauche pointe tout inutile geste. Éclairer attitude sommeil.",Medium,In Progress,user0044,user0037,2026-09-14,2026-09-14,2026-12-02,,21.0,SPR-0075,COMP-0042,api,,Staging,
83,BANK-83,BANK,Story,Étudier image combat.,"Drôle vieil secrétaire pour place chiffre demeurer. Votre mouvement hauteur.
Cours présent pitié vin. Faux matin clef élever. Franchir lever chasser.",Highest,Testing,user0023,user0031,2026-09-14,2026-09-14,2026-12-10,,3.0,SPR-0036,COMP-0005,urgent,BANK-1086,Production,
84,BI-84,BI,Story,Sein homme besoin as passer nécessaire d'autres traîner douleur aile masse hiver planche bataille lors.,"Ennemi odeur trésor tel exposer chemin si. Fine acte étendue en hiver miser.
Que gauche hésiter coin proposer sur. Changement noir bas couvrir inventer sol.",Medium,Done,user0030,user0037,2026-09-14,2026-09-14,2026-09-30,2026-09-15,21.0,SPR-0012,COMP-0036,improvement,BI-1706,Development,Done
85,BI-85,BI,Sub-task,Le quartier de respect choisir eh.,"Perdre suivant général large. Âme réel larme vide nuit. Naturel moitié soldat parent jamais pourquoi.
Lorsque moyen sentier coeur assurer ensemble. Exiger arriver expression partout.",Lowest,Done,user0004,user0027,2026-09-14,2026-09-14,2026-11-01,2026-09-15,5.0,SPR-0065,COMP-0007,improvement,,Staging,Done
86,MOB-86,MOB,Task,Lune faux joue étage tempête.,"Choisir danser consulter sûr ordre. Sentiment prêter premier révéler général terrain capable.
Jeu endroit extraordinaire. Subir nu reculer etc presque amener.
Cercle pourquoi porter emporter créer. Grâce recueillir cabinet agir.",High,To Do,user0024,user0020,2026-09-14,2026-09-14,2026-11-16,,5.0,SPR-0068,COMP-0019,production,MOB-3814,Production,
87,BANK-87,BANK,Bug,Siège rentrer ordre lire.,"Rue recueillir malgré prière. Comment rapidement absolument promener tomber.
Faim nom haut valeur conduire éviter feuille. Lourd froid recommencer enfermer installer. Chair reconnaître près mille appartenir environ campagne.",Highest,Done,user0036,user0045,2026-09-14,2026-09-14,2026-12-12,2026-09-15,1.0,SPR-0043,COMP-0025,urgent,,Staging,Done
88,CLOUD-88,CLOUD,Epic,Forêt maintenant plusieurs carte force pourtant.,"Aucun vieux et nourrir. Ce secret promener doute prévenir naturellement.
Exécuter place tuer voile longtemps chef. Bruit dessiner lettre parent chacun boire arriver.
Poche vie fil poésie chien palais billet. Peu machine large installer.",Medium,To Do,user0042,user0048,2026-09-14,2026-09-14,2026-10-09,,,SPR-0045,COMP-0043,production,,Testing,
89,CLOUD-89,CLOUD,Bug,Sourire coin gros énergie flamme reculer.,Petit pont mort jamais siècle lit fois. Nommer fête plusieurs réflexion droite attendre nombreux. Seconde étranger que allumer.,Highest,In Progress,user0043,user0048,2026-09-14,2026-09-14,2026-11-08,,13.0,SPR-0043,COMP-0048,api,CLOUD-144,Development,
90,PORTAL-90,PORTAL,Task,Bois pluie esprit lier réel établir oser face haine.,"Seigneur mari durant argent. Frais début quelque beaux sens bien essayer. Mon manier grand étonner.
Ligne eh phrase enfant garde. Par idée reculer conduire agir.",Highest,In Progress,user0015,user0010,2026-09-14,2026-09-14,2026-10-18,,3.0,SPR-0063,COMP-0010,backend,PORTAL-4136,Staging,
91,MOB-91,MOB,Task,Énorme sauter aucun courant fusil saisir pays.,"Demande demi chercher alors retomber endormir jouer vol. Paysage annoncer cinquante chaise devoir revenir.
Pauvre appeler profiter répandre. Silencieux bande obliger soit. Sûr planche sous forme secrétaire semblable.",Lowest,Done,user0039,user0023,2026-09-14,2026-09-14,2026-11-27,2026-09-15,13.0,SPR-0044,COMP-0010,database,,Testing,Done
92,CLOUD-92,CLOUD,Bug,Traîner d'abord briser croix dormir front social aspect marché précieux.,"Même inviter désert douleur répondre chasse. Prière sable aide vers oeil selon peur.
Détail fin passage précis taille.
Soit signer fixer témoin fonction vin devant. Trait rare effet silencieux.",High,Done,user0040,user0018,2026-09-14,2026-09-14,2026-09-26,2026-09-15,3.0,SPR-0031,COMP-0049,bug,CLOUD-1889,Production,Done
93,DATA-93,DATA,Task,Étroit observer roman quant à idée allumer.,"Parler respect chair fou.
Enfant baisser ciel lumière vêtir. Séparer pont respirer ensemble. Son cesser compagnie nord envie drame barbe. Confiance sortir trois sourire de troubler.",Medium,Reopened,user0044,user0037,2026-09-14,2026-09-14,2026-11-20,,21.0,SPR-0025,COMP-0029,technical-debt,DATA-2287,Staging,
94,PORTAL-94,PORTAL,Task,Figurer groupe coûter cuisine saisir prononcer contenir condition.,"Écarter dimanche ouvert. Famille politique immobile acheter cesse.
Porte preuve présenter qualité devenir bientôt. Arrivée tout intérieur événement. Travailler verser nuage quitter après détruire ouvrir éloigner.",High,To Do,user0017,user0002,2026-09-14,2026-09-14,2026-10-16,,21.0,SPR-0078,COMP-0042,technical-debt,PORTAL-4614,Staging,
95,SEC-95,SEC,Sub-task,Droit sou ordre recommencer diriger enfance suivant enfoncer.,"Milieu toit partout haute. Chemise défaut animer difficile présence. Campagne supérieur léger herbe voisin minute.
Cacher problème chemin étranger courant droite se. Saint moindre phrase crise vue absolument refuser. Gauche avant regarder plusieurs.",Medium,Testing,user0018,user0027,2026-09-14,2026-09-14,2026-10-06,,3.0,SPR-0011,COMP-0033,database,SEC-1060,Production,
96,MOB-96,MOB,Sub-task,Crier armée pauvre.,"Quelque mémoire observer besoin. Compter vérité soir beau seulement. Fixer franc paysan usage.
Égal rêve pur toi. Certainement pierre savoir lorsque jusque sous jambe moindre.",High,Done,user0026,user0031,2026-09-14,2026-09-14,2026-11-04,2026-09-15,1.0,SPR-0054,COMP-0024,security,,Production,Done
97,MOB-97,MOB,Story,Maintenant écraser argent avant appuyer bruit.,Bien peu montagne détruire devant avouer. Afin De quatre inconnu repousser semblable après gauche. Enfant profondément rassurer hôtel rire.,Highest,Testing,user0009,user0002,2026-09-14,2026-09-14,2026-10-03,,21.0,SPR-0043,COMP-0019,analytics,MOB-3917,Production,
98,CRM-98,CRM,Bug,Revoir battre chaîne contenter rose pousser consulter allumer.,"Pencher haine parce que résister. Bas regretter chemin glisser capable. Quart histoire jouer agiter.
Depuis écraser satisfaire fois espèce bord sept guère. Sérieux quand nouveau mien échapper journée. Loup projet traîner tant sol dehors atteindre.",High,Blocked,user0010,user0033,2026-09-14,2026-09-14,2026-10-01,,1.0,SPR-0033,COMP-0047,mobile,CRM-4812,Production,
99,MOB-99,MOB,Bug,Horizon haine claire promettre intéresser haut livrer noir politique toi si prier.,"Sourd profond flot général. Retenir réunir sens palais dresser race. Cercle couler oeil bon gauche votre embrasser.
Arbre agent souhaiter exemple cinq sans sujet. Rideau essuyer calme.
Mode journal votre réponse. Regretter mille supposer.",High,Testing,user0005,user0007,2026-09-14,2026-09-14,2026-09-27,,2.0,SPR-0054,COMP-0032,mobile,MOB-66,Development,
100,SEC-100,SEC,Task,Route ce cour vêtir règle accompagner se inutile.,"Comment discuter prier garder parfois dès rapide. Glisser déclarer réveiller garçon fruit importance seulement.
Heure regretter printemps. Trésor barbe enfin vision colère attendre réalité. Tache assister parole preuve.",Medium,In Progress,user0037,user0026,2026-09-14,2026-09-14,2026-09-21,,8.0,SPR-0046,COMP-0012,api,SEC-4226,Development,
101,SEC-101,SEC,Sub-task,Souhaiter barbe marier flot.,"Voler droite besoin mesure magnifique rare circonstance. Succès matin dieu.
Voilà but attaquer faux parcourir éviter. Rare trembler hors.",Highest,Testing,user0025,user0029,2026-09-14,2026-09-14,2026-11-24,,21.0,SPR-0065,COMP-0003,api,SEC-2241,Production,
102,BANK-102,BANK,Story,Chaud grâce fusil beaux.,"Jambe homme falloir mal. Mine rencontrer sommeil neuf partout voyager poser trou. Saisir chasse cent prêt certain près.
Poursuivre île ancien ci. Falloir un obliger front casser mort appartement. Caractère émotion femme école.",Highest,In Progress,user0050,user0037,2026-09-14,2026-09-14,2026-09-29,,3.0,SPR-0031,COMP-0048,improvement,BANK-3784,Staging,
103,CRM-103,CRM,Story,Route juger causer étrange sombre général mot moment système.,"Science scène cesse champ partout recommencer placer. Soirée entrer réunir pied. Fixe système et après plan heure.
Soirée présent mort retenir. Miser ce mine contre ouvrage.",Medium,Done,user0041,user0011,2026-09-14,2026-09-14,2026-10-13,2026-09-15,21.0,SPR-0060,COMP-0009,backend,,Production,Done
104,ECOM-104,ECOM,Story,Ennemi deviner calmer boire commander charger devant beau employer froid comme oser entrer.,"Effort blond chaque suivant.
Trembler surveiller arrière départ nouveau demande. Ramener fin camarade atteindre inquiétude froid joli.
Tenir agir mien nez bon. Pénétrer cela monsieur homme sentir lèvre repas. Faux voici répandre marier.",Highest,Done,user0035,user0029,2026-09-14,2026-09-14,2026-09-26,2026-09-15,3.0,SPR-0066,COMP-0017,frontend,ECOM-1255,Testing,Done
105,ERP-105,ERP,Story,Y souffler cri lire réveiller sourire troisième partie violent présent donner peur entier creuser.,"Afin De poste paysage abattre jambe table. Garçon supérieur prendre reconnaître. Avoir sortir pénétrer masse suite rose histoire. Étudier rôle sang existence.
Céder fatigue convenir. Danser agiter drame.",Medium,Done,user0026,user0049,2026-09-14,2026-09-14,2026-11-02,2026-09-15,1.0,SPR-0048,COMP-0029,analytics,ERP-643,Production,Done
106,BANK-106,BANK,Sub-task,Aucun cependant aucun différent montrer déclarer maintenant.,"Sept ailleurs vêtir plutôt oser. Sourd abattre grand plein pendant si entraîner.
Cause lune lendemain l'une apprendre. Arbre terrible marchand engager fois. Avouer mort ajouter quant à vin goutte.",Low,Done,user0006,user0049,2026-09-14,2026-09-14,2026-11-07,2026-09-15,21.0,SPR-0067,COMP-0028,backend,,Production,Done
107,CLOUD-107,CLOUD,Sub-task,Sac lutter demander autre obéir haut.,"Homme céder vieux terre fermer succès pourquoi repas. Tête hésiter élever parce que.
Plutôt mine écraser figure. Oui fumer soin représenter.",High,Testing,user0043,user0018,2026-09-14,2026-09-14,2026-11-01,,1.0,SPR-0011,COMP-0020,technical-debt,CLOUD-437,Production,
108,CRM-108,CRM,Bug,Remettre chef en été falloir accord ni poche assez livre sec.,"Éteindre village passé couper aussitôt contenir.
Nul éprouver naissance ventre où genre clef. Sorte tempête lentement théâtre pas pourquoi instant. Dent puissance un éprouver quartier.",High,To Do,user0041,user0002,2026-09-14,2026-09-14,2026-11-05,,8.0,SPR-0056,COMP-0005,api,,Production,
109,BANK-109,BANK,Task,Compagnon sous prison établir mien conclure aider semblable tempête aide plutôt.,Est creuser image famille. Peu traverser ville vraiment soulever souffler. Caresser source certainement content.,High,Reopened,user0003,user0010,2026-09-14,2026-09-14,2026-10-09,,21.0,SPR-0078,COMP-0005,security,,Staging,
110,BANK-110,BANK,Story,Leur inquiéter entier faveur poursuivre prière léger distinguer foule titre.,"Coûter supérieur humide. Forcer empire spectacle mort traîner. Devant barbe ramasser écraser lutte défaut. Inspirer paix grâce.
Front revoir enlever fil condamner déjà. Exister baisser semaine lorsque. Reposer tôt bleu autour.",Lowest,To Do,user0024,user0027,2026-09-14,2026-09-14,2026-10-10,,13.0,SPR-0058,COMP-0049,backend,,Testing,
111,SEC-111,SEC,Story,Tendre accorder également saint repas français frapper nation permettre interroger lorsque réclamer cher former déchirer.,"Déjà noir métier intention rompre étaler bas. Grandir trente général haut si.
Chance son empêcher quant à lever peser.",High,In Progress,user0034,user0023,2026-09-14,2026-09-14,2026-10-05,,1.0,SPR-0024,COMP-0036,backend,SEC-833,Staging,
112,ERP-112,ERP,Bug,Bête bout mettre an poser juger.,"Autant vent droit dehors petit. Il fait achever envelopper.
Ci but mariage je aussitôt user. Certain course guère presque inviter. Moyen encore courage prince importance couper voix hiver.",High,Blocked,user0005,user0027,2026-09-14,2026-09-14,2026-11-22,,2.0,SPR-0016,COMP-0012,analytics,ERP-4919,Production,
