history_id,issue_key,old_status,new_status,changed_by,changed_date
524,ECOM-180,Testing,Done,user0033,2026-09-20
525,ERP-181,,To Do,user0006,2026-09-14
526,CLOUD-182,,To Do,user0027,2026-09-14
527,PORTAL-183,,To Do,user0046,2026-09-14
528,PORTAL-183,To Do,In Progress,user0014,2026-09-19
529,PORTAL-183,In Progress,Testing,user0039,2026-09-22
530,PORTAL-183,Testing,Done,user0019,2026-10-05
531,PORTAL-183,Done,Reopened,user0029,2026-09-30
532,ERP-184,,To Do,user0019,2026-09-14
533,ERP-184,To Do,In Progress,user0032,2026-09-15
534,ERP-184,In Progress,Testing,user0014,2026-09-26
535,ERP-184,Testing,Done,user0045,2026-09-20
536,ERP-184,Done,Reopened,user0027,2026-09-22
537,CLOUD-185,,To Do,user0004,2026-09-14
538,CLOUD-185,To Do,In Progress,user0004,2026-09-15
539,CLOUD-185,In Progress,Testing,user0035,2026-09-22
540,CLOUD-185,Testing,Done,user0031,2026-09-26
541,BI-186,,To Do,user0050,2026-09-14
542,BI-186,To Do,In Progress,user0003,2026-09-20
543,SEC-187,,To Do,user0014,2026-09-14
544,SEC-187,To Do,In Progress,user0048,2026-09-17
545,SEC-187,In Progress,Blocked,user0003,2026-09-20
546,CRM-188,,To Do,user0022,2026-09-14
547,CRM-188,To Do,In Progress,user0045,2026-09-19
548,CRM-188,In Progress,Testing,user0007,2026-09-28
549,CRM-188,Testing,Done,user0044,2026-09-26
550,CRM-188,Done,Reopened,user0043,2026-10-08
551,SEC-189,,To Do,user0024,2026-09-14
552,SEC-189,To Do,In Progress,user0040,2026-09-17
553,SEC-189,In Progress,Blocked,user0035,2026-09-26
554,BANK-190,,To Do,user0041,2026-09-14
555,SEC-191,,To Do,user0041,2026-09-14
556,SEC-191,To Do,In Progress,user0026,2026-09-20
557,MOB-192,,To Do,user0033,2026-09-14
558,MOB-192,To Do,In Progress,user0020,2026-09-21
559,MOB-192,In Progress,Testing,user0020,2026-09-22
560,MOB-192,Testing,Done,user0032,2026-09-29
561,PORTAL-193,,To Do,user0001,2026-09-14
562,PORTAL-193,To Do,In Progress,user0043,2026-09-19
563,PORTAL-193,In Progress,Blocked,user0029,2026-09-20
564,DATA-194,,To Do,user0020,2026-09-14
565,DATA-194,To Do,In Progress,user0002,2026-09-18
566,DATA-194,In Progress,Blocked,user0025,2026-09-18
567,SEC-195,,To Do,user0043,2026-09-14
568,SEC-195,To Do,In Progress,user0019,2026-09-16
569,CLOUD-196,,To Do,user0035,2026-09-14
570,CLOUD-196,To Do,In Progress,user0028,2026-09-21
571,PORTAL-197,,To Do,user0012,2026-09-14
572,PORTAL-197,To Do,In Progress,user0032,2026-09-16
573,CRM-198,,To Do,user0040,2026-09-14
574,PORTAL-199,,To Do,user0010,2026-09-14
575,PORTAL-199,To Do,In Progress,user0030,2026-09-15
576,PORTAL-199,In Progress,Testing,user0027,2026-09-18
577,PORTAL-199,Testing,Done,user0048,2026-09-26
578,DATA-200,,To Do,user0028,2026-09-14
579,DATA-200,To Do,In Progress,user0030,2026-09-18
580,DATA-200,In Progress,Testing,user0039,2026-09-18
581,DATA-200,Testing,Done,user0025,2026-09-17
582,SEC-201,,To Do,user0050,2026-09-14
583,SEC-201,To Do,In Progress,user0003,2026-09-21
584,SEC-201,In Progress,Blocked,user0011,2026-09-22
585,ECOM-202,,To Do,user0044,2026-09-14
586,ECOM-202,To Do,In Progress,user0049,2026-09-18
587,ECOM-202,In Progress,Testing,user0043,2026-09-18
588,ECOM-202,Testing,Done,user0027,2026-09-20
589,CLOUD-203,,To Do,user0046,2026-09-14
590,CLOUD-203,To Do,In Progress,user0027,2026-09-18
591,CLOUD-203,In Progress,Testing,user0017,2026-09-16
592,CLOUD-203,Testing,Done,user0045,2026-09-26
593,BANK-204,,To Do,user0027,2026-09-14
594,BANK-204,To Do,In Progress,user0045,2026-09-17
595,ERP-205,,To Do,user0048,2026-09-14
596,ERP-205,To Do,In Progress,user0041,2026-09-18
597,ERP-205,In Progress,Testing,user0027,2026-09-16
598,ERP-205,Testing,Done,user0002,2026-09-23
599,CLOUD-206,,To Do,user0011,2026-09-14
600,CLOUD-206,To Do,In Progress,user0008,2026-09-18
601,BI-207,,To Do,user0043,2026-09-14
602,BI-207,To Do,In Progress,user0009,2026-09-20
603,BI-207,In Progress,Testing,user0013,2026-09-28
604,BI-207,Testing,Done,user0038,2026-09-23
605,BI-208,,To Do,user0017,2026-09-14
606,BI-208,To Do,In Progress,user0022,2026-09-21
607,BI-208,In Progress,Testing,user0029,2026-09-26
608,MOB-209,,To Do,user0018,2026-09-14
609,ERP-210,,To Do,user0017,2026-09-14
610,ERP-210,To Do,In Progress,user0006,2026-09-19
611,PORTAL-211,,To Do,user0028,2026-09-14
612,PORTAL-211,To Do,In Progress,user0035,2026-09-17
613,PORTAL-211,In Progress,Testing,user0012,2026-09-26
614,PORTAL-211,Testing,Done,user0007,2026-09-26
615,SEC-212,,To Do,user0034,2026-09-14
616,SEC-212,To Do,In Progress,user0005,2026-09-20
617,SEC-212,In Progress,Blocked,user0038,2026-09-16
618,MOB-213,,To Do,user0022,2026-09-14
619,MOB-213,To Do,In Progress,user0031,2026-09-20
620,MOB-213,In Progress,Testing,user0005,2026-09-24
621,MOB-213,Testing,Done,user0016,2026-09-29
622,BI-214,,To Do,user0034,2026-09-14
623,BI-214,To Do,In Progress,user0049,2026-09-20
624,BI-214,In Progress,Testing,user0032,2026-09-16
625,BI-214,Testing,Done,user0015,2026-09-17
626,CLOUD-215,,To Do,user0016,2026-09-14
627,CLOUD-215,To Do,In Progress,user0008,2026-09-20
628,CLOUD-215,In Progress,Testing,user0026,2026-09-20
629,CLOUD-215,Testing,Done,user0027,2026-10-05
630,CLOUD-215,Done,Reopened,user0001,2026-09-30
631,ECOM-216,,To Do,user0013,2026-09-14
632,ECOM-216,To Do,In Progress,user0016,2026-09-21
633,BI-217,,To Do,user0043,2026-09-14
634,BI-217,To Do,In Progress,user0035,2026-09-15
635,BI-217,In Progress,Testing,user0022,2026-09-28
636,BI-217,Testing,Done,user0039,2026-09-17
637,BANK-218,,To Do,user0013,2026-09-14
638,BANK-218,To Do,In Progress,user0044,2026-09-19
639,BANK-218,In Progress,Testing,user0004,2026-09-22
640,BANK-218,Testing,Done,user0037,2026-09-26
641,PORTAL-219,,To Do,user0045,2026-09-14
642,PORTAL-219,To Do,In Progress,user0020,2026-09-16
643,PORTAL-219,In Progress,Testing,user0036,2026-09-24
644,ERP-220,,To Do,user0024,2026-09-14
645,ERP-220,To Do,In Progress,user0048,2026-09-18
646,ERP-220,In Progress,Testing,user0006,2026-09-24
647,ERP-220,Testing,Done,user0003,2026-09-17
648,ERP-220,Done,Reopened,user0013,2026-10-12
649,ERP-221,,To Do,user0035,2026-09-14
650,ERP-221,To Do,In Progress,user0038,2026-09-21
651,ERP-221,In Progress,Testing,user0023,2026-09-22
652,ERP-221,Testing,Done,user0025,2026-09-29
653,CRM-222,,To Do,user0036,2026-09-14
654,CRM-222,To Do,In Progress,user0042,2026-09-20
655,CRM-222,In Progress,Blocked,user0002,2026-09-28
656,MOB-223,,To Do,user0004,2026-09-14
657,MOB-223,To Do,In Progress,user0019,2026-09-21
658,MOB-223,In Progress,Testing,user0018,2026-09-28
659,BI-224,,To Do,user0025,2026-09-14
660,DATA-225,,To Do,user0026,2026-09-14
661,SEC-226,,To Do,user0041,2026-09-14
662,SEC-226,To Do,In Progress,user0044,2026-09-20
663,SEC-226,In Progress,Blocked,user0013,2026-09-16
664,CLOUD-227,,To Do,user0001,2026-09-14
665,CLOUD-227,To Do,In Progress,user0013,2026-09-18
666,CLOUD-227,In Progress,Testing,user0019,2026-09-20
667,CLOUD-227,Testing,Done,user0023,2026-09-29
668,ERP-228,,To Do,user0037,2026-09-14
669,CLOUD-229,,To Do,user0006,2026-09-14
670,CLOUD-229,To Do,In Progress,user0049,2026-09-20
671,CLOUD-229,In Progress,Testing,user0001,2026-09-28
672,CLOUD-229,Testing,Done,user0033,2026-09-23
673,ECOM-230,,To Do,user0002,2026-09-14
674,ECOM-230,To Do,In Progress,user0036,2026-09-19
675,ECOM-230,In Progress,Testing,user0021,2026-09-16
676,ECOM-230,Testing,Done,user0042,2026-10-05
677,ECOM-231,,To Do,user0017,2026-09-14
678,ECOM-231,To Do,In Progress,user0044,2026-09-21
679,ECOM-231,In Progress,Testing,user0034,2026-09-24
680,ECOM-231,Testing,Done,user0046,2026-10-02
681,CLOUD-232,,To Do,user0024,2026-09-14
682,CLOUD-232,To Do,In Progress,user0046,2026-09-19
683,CLOUD-232,In Progress,Testing,user0047,2026-09-20
684,CLOUD-232,Testing,Done,user0004,2026-10-05
685,ERP-233,,To Do,user0020,2026-09-14
686,ERP-233,To Do,In Progress,user0038,2026-09-21
687,CLOUD-234,,To Do,user0033,2026-09-14
688,ERP-235,,To Do,user0005,2026-09-14
689,BANK-236,,To Do,user0014,2026-09-14
690,BANK-236,To Do,In Progress,user0039,2026-09-19
691,BANK-236,In Progress,Testing,user0049,2026-09-24
692,BANK-236,Testing,Done,user0030,2026-09-20
693,MOB-237,,To Do,user0045,2026-09-14
694,MOB-237,To Do,In Progress,user0022,2026-09-16
695,CLOUD-238,,To Do,user0019,2026-09-14
696,ECOM-239,,To Do,user0017,2026-09-14
697,ECOM-239,To Do,In Progress,user0018,2026-09-20
698,CRM-240,,To Do,user0035,2026-09-14
699,ECOM-241,,To Do,user0050,2026-09-14
700,BI-242,,To Do,user0002,2026-09-14
701,BI-242,To Do,In Progress,user0048,2026-09-17
702,BI-242,In Progress,Testing,user0013,2026-09-22
703,ECOM-243,,To Do,user0004,2026-09-14
704,DATA-244,,To Do,user0038,2026-09-14
705,DATA-244,To Do,In Progress,user0039,2026-09-20
706,DATA-244,In Progress,Testing,user0009,2026-09-20
707,BANK-245,,To Do,user0005,2026-09-14
708,BANK-245,To Do,In Progress,user0018,2026-09-21
709,BANK-245,In Progress,Testing,user0023,2026-09-26
710,BANK-245,Testing,Done,user0044,2026-10-05
711,ECOM-246,,To Do,user0041,2026-09-14
712,ECOM-246,To Do,In Progress,user0011,2026-09-19
713,ECOM-246,In Progress,Testing,user0019,2026-09-28
714,ECOM-246,Testing,Done,user0047,2026-09-23
715,BANK-247,,To Do,user0026,2026-09-14
716,BANK-247,To Do,In Progress,user0015,2026-09-18
717,BANK-247,In Progress,Blocked,user0014,2026-09-22
718,CLOUD-248,,To Do,user0023,2026-09-14
719,CLOUD-248,To Do,In Progress,user0009,2026-09-15
720,DATA-249,,To Do,user0006,2026-09-14
721,DATA-249,To Do,In Progress,user0013,2026-09-18
722,CRM-250,,To Do,user0029,2026-09-14
723,CRM-250,To Do,In Progress,user0038,2026-09-19
724,CRM-250,In Progress,Testing,user0015,2026-09-22
725,CRM-250,Testing,Done,user0030,2026-09-17
726,CRM-250,Done,Reopened,user0013,2026-09-22
727,DATA-251,,To Do,user0013,2026-09-14
728,BANK-252,,To Do,user0036,2026-09-14
729,BANK-252,To Do,In Progress,user0023,2026-09-21
730,BANK-252,In Progress,Testing,user0036,2026-09-22
731,BANK-252,Testing,Done,user0016,2026-10-02
732,MOB-253,,To Do,user0037,2026-09-14
733,MOB-253,To Do,In Progress,user0041,2026-09-21
734,MOB-253,In Progress,Testing,user0029,2026-09-20
735,MOB-253,Testing,Done,user0047,2026-09-17
736,MOB-254,,To Do,user0041,2026-09-14
737,MOB-254,To Do,In Progress,user0008,2026-09-15
738,PORTAL-255,,To Do,user0044,2026-09-14
739,PORTAL-255,To Do,In Progress,user0046,2026-09-15
740,PORTAL-255,In Progress,Testing,user0018,2026-09-18
741,PORTAL-255,Testing,Done,user0008,2026-09-20
742,ERP-256,,To Do,user0028,2026-09-14
743,ERP-256,To Do,In Progress,user0040,2026-09-16
744,ERP-257,,To Do,user0013,2026-09-14
745,ERP-257,To Do,In Progress,user0021,2026-09-20
746,ERP-258,,To Do,user0012,2026-09-14
747,ERP-258,To Do,In Progress,user0016,2026-09-15
748,ERP-258,In Progress,Testing,user0013,2026-09-20
749,ERP-258,Testing,Done,user0024,2026-09-20
750,BI-259,,To Do,user0006,2026-09-14
751,BI-259,To Do,In Progress,user0012,2026-09-21
752,BI-259,In Progress,Testing,user0021,2026-09-16
753,BI-259,Testing,Done,user0020,2026-09-26
754,MOB-260,,To Do,user0009,2026-09-14
755,MOB-260,To Do,In Progress,user0005,2026-09-21
756,MOB-260,In Progress,Testing,user0041,2026-09-18
757,MOB-260,Testing,Done,user0028,2026-09-29
758,CLOUD-261,,To Do,user0025,2026-09-14
759,CLOUD-261,To Do,In Progress,user0012,2026-09-19
760,DATA-262,,To Do,user0040,2026-09-14
761,MOB-263,,To Do,user0050,2026-09-14
762,MOB-263,To Do,In Progress,user0043,2026-09-16
763,MOB-263,In Progress,Testing,user0033,2026-09-26
764,MOB-263,Testing,Done,user0003,2026-09-26
765,MOB-264,,To Do,user0017,2026-09-14
766,MOB-264,To Do,In Progress,user0026,2026-09-17
767,MOB-264,In Progress,Testing,user0045,2026-09-20
768,MOB-264,Testing,Done,user0049,2026-09-23
769,ERP-265,,To Do,user0008,2026-09-14
770,ERP-265,To Do,In Progress,user0004,2026-09-20
771,ERP-265,In Progress,Blocked,user0026,2026-09-22
772,ECOM-266,,To Do,user0038,2026-09-14
773,ECOM-266,To Do,In Progress,user0004,2026-09-20
774,ECOM-266,In Progress,Testing,user0002,2026-09-22
775,ECOM-266,Testing,Done,user0050,2026-09-17
776,BI-267,,To Do,user0037,2026-09-14
777,BI-267,To Do,In Progress,user0003,2026-09-18
778,BI-267,In Progress,Testing,user0037,2026-09-24
779,BI-267,Testing,Done,user0030,2026-09-26
780,BI-267,Done,Reopened,user0017,2026-09-26
781,ERP-268,,To Do,user0042,2026-09-14
782,SEC-269,,To Do,user0038,2026-09-14
783,SEC-269,To Do,In Progress,user0015,2026-09-21
784,SEC-269,In Progress,Blocked,user0024,2026-09-20
785,DATA-270,,To Do,user0032,2026-09-14
786,DATA-270,To Do,In Progress,user0027,2026-09-15
787,DATA-270,In Progress,Testing,user0044,2026-09-26
788,DATA-270,Testing,Done,user0024,2026-09-17
789,BANK-271,,To Do,user0042,2026-09-14
790,ERP-272,,To Do,user0028,2026-09-14
791,ERP-272,To Do,In Progress,user0016,2026-09-16
792,ERP-272,In Progress,Testing,user0002,2026-09-22
793,ERP-272,Testing,Done,user0044,2026-09-26
794,ECOM-273,,To Do,user0002,2026-09-14
795,ECOM-273,To Do,In Progress,user0045,2026-09-21
796,ECOM-273,In Progress,Testing,user0006,2026-09-26
797,ECOM-273,Testing,Done,user0016,2026-10-05
798,PORTAL-274,,To Do,user0011,2026-09-14
799,PORTAL-274,To Do,In Progress,user0005,2026-09-16
800,ECOM-275,,To Do,user0013,2026-09-14
801,ECOM-275,To Do,In Progress,user0015,2026-09-15
802,ECOM-275,In Progress,Blocked,user0032,2026-09-22
803,ERP-276,,To Do,user0028,2026-09-14
804,ERP-276,To Do,In Progress,user0019,2026-09-19
805,CLOUD-277,,To Do,user0015,2026-09-14
806,CLOUD-277,To Do,In Progress,user0035,2026-09-15
807,CLOUD-277,In Progress,Testing,user0027,2026-09-16
808,CLOUD-277,Testing,Done,user0003,2026-09-29
809,CLOUD-278,,To Do,user0022,2026-09-14
810,CLOUD-278,To Do,In Progress,user0014,2026-09-15
811,CLOUD-278,In Progress,Testing,user0048,2026-09-26
812,CLOUD-278,Testing,Done,user0009,2026-09-23
813,SEC-279,,To Do,user0026,2026-09-14
814,BANK-280,,To Do,user0033,2026-09-14
815,BANK-280,To Do,In Progress,user0040,2026-09-20
816,BI-281,,To Do,user0047,2026-09-14
817,BI-281,To Do,In Progress,user0048,2026-09-19
818,BANK-282,,To Do,user0018,2026-09-14
819,BANK-282,To Do,In Progress,user0019,2026-09-16
820,BANK-282,In Progress,Testing,user0022,2026-09-24
821,BANK-282,Testing,Done,user0007,2026-10-05
822,ECOM-283,,To Do,user0005,2026-09-14
823,ECOM-283,To Do,In Progress,user0028,2026-09-20
824,PORTAL-284,,To Do,user0047,2026-09-14
825,PORTAL-284,To Do,In Progress,user0048,2026-09-19
826,ECOM-285,,To Do,user0038,2026-09-14
827,ECOM-285,To Do,In Progress,user0005,2026-09-16
828,MOB-286,,To Do,user0005,2026-09-14
829,MOB-286,To Do,In Progress,user0016,2026-09-17
830,MOB-286,In Progress,Testing,user0025,2026-09-26
831,MOB-286,Testing,Done,user0036,2026-09-26
832,BANK-287,,To Do,user0034,2026-09-14
833,BANK-287,To Do,In Progress,user0015,2026-09-18
834,BANK-287,In Progress,Testing,user0048,2026-09-18
835,BANK-287,Testing,Done,user0017,2026-10-02
836,MOB-288,,To Do,user0025,2026-09-14
837,MOB-288,To Do,In Progress,user0028,2026-09-18
838,MOB-288,In Progress,Testing,user0026,2026-09-26
839,MOB-288,Testing,Done,user0009,2026-09-29
840,ECOM-289,,To Do,user0014,2026-09-14
841,ECOM-289,To Do,In Progress,user0002,2026-09-15
842,ERP-290,,To Do,user0032,2026-09-14
843,ERP-290,To Do,In Progress,user0031,2026-09-16
844,ERP-290,In Progress,Testing,user0016,2026-09-16
845,ERP-291,,To Do,user0029,2026-09-14
846,ECOM-292,,To Do,user0032,2026-09-14
847,ECOM-292,To Do,In Progress,user0028,2026-09-17
848,ECOM-292,In Progress,Testing,user0018,2026-09-28
849,ECOM-292,Testing,Done,user0033,2026-09-20
850,CRM-293,,To Do,user0022,2026-09-14
851,CRM-294,,To Do,user0034,2026-09-14
852,CRM-294,To Do,In Progress,user0011,2026-09-19
853,CRM-295,,To Do,user0044,2026-09-14
854,CRM-295,To Do,In Progress,user0002,2026-09-18
855,CRM-295,In Progress,Testing,user0018,2026-09-20
856,CRM-295,Testing,Done,user0049,2026-10-02
857,CRM-295,Done,Reopened,user0050,2026-09-26
858,BI-296,,To Do,user0017,2026-09-14
859,BI-296,To Do,In Progress,user0036,2026-09-16
860,BI-296,In Progress,Testing,user0024,2026-09-18
861,BI-296,Testing,Done,user0033,2026-10-02
862,MOB-297,,To Do,user0031,2026-09-14
863,MOB-297,To Do,In Progress,user0017,2026-09-20
864,MOB-297,In Progress,Testing,user0007,2026-09-18
865,MOB-297,Testing,Done,user0038,2026-09-17
866,BI-298,,To Do,user0015,2026-09-14
867,BI-298,To Do,In Progress,user0035,2026-09-21
868,BI-298,In Progress,Testing,user0023,2026-09-16
869,BI-298,Testing,Done,user0019,2026-10-05
870,BANK-299,,To Do,user0030,2026-09-14
871,CRM-300,,To Do,user0038,2026-09-14
872,CRM-300,To Do,In Progress,user0047,2026-09-20
873,SEC-301,,To Do,user0048,2026-09-14
874,SEC-301,To Do,In Progress,user0038,2026-09-19
875,BI-302,,To Do,user0015,2026-09-14
876,BI-302,To Do,In Progress,user0008,2026-09-15
877,SEC-303,,To Do,user0049,2026-09-14
878,SEC-303,To Do,In Progress,user0028,2026-09-21
879,BANK-304,,To Do,user0004,2026-09-14
880,MOB-305,,To Do,user0002,2026-09-14
881,MOB-305,To Do,In Progress,user0046,2026-09-21
882,MOB-305,In Progress,Testing,user0024,2026-09-22
883,MOB-305,Testing,Done,user0046,2026-10-05
884,DATA-306,,To Do,user0037,2026-09-14
885,DATA-306,To Do,In Progress,user0043,2026-09-16
886,DATA-306,In Progress,Testing,user0047,2026-09-26
887,DATA-306,Testing,Done,user0036,2026-09-29
888,BI-307,,To Do,user0024,2026-09-14
889,BI-307,To Do,In Progress,user0025,2026-09-21
890,BI-307,In Progress,Testing,user0049,2026-09-22
891,BI-307,Testing,Done,user0028,2026-10-05
892,MOB-308,,To Do,user0001,2026-09-14
893,MOB-308,To Do,In Progress,user0049,2026-09-15
894,MOB-308,In Progress,Testing,user0017,2026-09-26
895,MOB-308,Testing,Done,user0031,2026-09-20
896,CRM-309,,To Do,user0038,2026-09-14
897,CRM-309,To Do,In Progress,user0016,2026-09-19
898,CRM-309,In Progress,Testing,user0027,2026-09-24
899,CRM-309,Testing,Done,user0022,2026-10-05
900,DATA-310,,To Do,user0048,2026-09-14
901,DATA-310,To Do,In Progress,user0034,2026-09-21
902,DATA-310,In Progress,Testing,user0038,2026-09-26
903,DATA-310,Testing,Done,user0041,2026-09-23
904,CLOUD-311,,To Do,user0044,2026-09-14
905,CLOUD-311,To Do,In Progress,user0014,2026-09-21
906,CLOUD-311,In Progress,Testing,user0049,2026-09-28
907,CLOUD-311,Testing,Done,user0042,2026-09-29
908,ECOM-312,,To Do,user0047,2026-09-14
909,ECOM-312,To Do,In Progress,user0014,2026-09-17
910,BANK-313,,To Do,user0015,2026-09-14
911,BANK-313,To Do,In Progress,user0029,2026-09-17
912,BANK-313,In Progress,Testing,user0041,2026-09-28
913,BANK-313,Testing,Done,user0045,2026-09-17
914,PORTAL-314,,To Do,user0032,2026-09-14
915,PORTAL-314,To Do,In Progress,user0003,2026-09-19
916,PORTAL-314,In Progress,Testing,user0050,2026-09-20
917,PORTAL-314,Testing,Done,user0050,2026-10-05
918,PORTAL-314,Done,Reopened,user0042,2026-09-30
919,DATA-315,,To Do,user0036,2026-09-14
920,DATA-315,To Do,In Progress,user0023,2026-09-15
921,DATA-315,In Progress,Testing,user0044,2026-09-26
922,DATA-315,Testing,Done,user0045,2026-10-05
923,CRM-316,,To Do,user0017,2026-09-14
924,ECOM-317,,To Do,user0009,2026-09-14
925,BANK-318,,To Do,user0011,2026-09-14
926,BANK-318,To Do,In Progress,user0033,2026-09-17
927,BANK-318,In Progress,Testing,user0017,2026-09-18
928,BANK-319,,To Do,user0007,2026-09-14
929,BANK-319,To Do,In Progress,user0035,2026-09-17
930,CLOUD-320,,To Do,user0036,2026-09-14
931,CLOUD-320,To Do,In Progress,user0017,2026-09-18
932,CLOUD-320,In Progress,Testing,user0037,2026-09-20
933,CLOUD-320,Testing,Done,user0007,2026-09-20
934,CLOUD-320,Done,Reopened,user0033,2026-10-08
935,SEC-321,,To Do,user0013,2026-09-14
936,SEC-321,To Do,In Progress,user0050,2026-09-15
937,SEC-321,In Progress,Testing,user0003,2026-09-26
938,SEC-321,Testing,Done,user0034,2026-09-23
939,SEC-322,,To Do,user0025,2026-09-14
940,SEC-322,To Do,In Progress,user0034,2026-09-21
941,MOB-323,,To Do,user0039,2026-09-14
942,CLOUD-324,,To Do,user0017,2026-09-14
943,CLOUD-324,To Do,In Progress,user0025,2026-09-21
944,SEC-325,,To Do,user0036,2026-09-14
945,CLOUD-326,,To Do,user0006,2026-09-14
946,CLOUD-326,To Do,In Progress,user0021,2026-09-18
947,CRM-327,,To Do,user0032,2026-09-14
948,CRM-327,To Do,In Progress,user0017,2026-09-15
949,CRM-327,In Progress,Testing,user0043,2026-09-16
950,CRM-327,Testing,Done,user0036,2026-09-26
951,CRM-327,Done,Reopened,user0029,2026-10-08
952,SEC-328,,To Do,user0020,2026-09-14
953,SEC-328,To Do,In Progress,user0043,2026-09-21
954,DATA-329,,To Do,user0008,2026-09-14
955,DATA-329,To Do,In Progress,user0021,2026-09-15
956,DATA-329,In Progress,Testing,user0027,2026-09-22
957,DATA-329,Testing,Done,user0009,2026-09-20
958,DATA-330,,To Do,user0012,2026-09-14
959,DATA-330,To Do,In Progress,user0018,2026-09-21
960,DATA-330,In Progress,Testing,user0014,2026-09-22
961,DATA-330,Testing,Done,user0012,2026-09-17
962,DATA-330,Done,Reopened,user0022,2026-10-12
963,BANK-331,,To Do,user0048,2026-09-14
964,BANK-331,To Do,In Progress,user0041,2026-09-20
965,BANK-331,In Progress,Testing,user0035,2026-09-22
966,BANK-331,Testing,Done,user0027,2026-10-02
967,DATA-332,,To Do,user0015,2026-09-14
968,DATA-332,To Do,In Progress,user0031,2026-09-17
969,BI-333,,To Do,user0025,2026-09-14
970,BI-333,To Do,In Progress,user0026,2026-09-18
971,BI-333,In Progress,Testing,user0014,2026-09-22
972,BI-333,Testing,Done,user0050,2026-09-26
973,ECOM-334,,To Do,user0015,2026-09-14
974,ECOM-334,To Do,In Progress,user0007,2026-09-16
975,ECOM-334,In Progress,Testing,user0041,2026-09-16
976,ECOM-334,Testing,Done,user0046,2026-10-02
977,CRM-335,,To Do,user0018,2026-09-14
