custom_field_id,issue_key,field_name,field_value
CF-003073,ERP-3073,Story Points,High
CF-003074,BI-3074,Business Value,High
CF-003076,ERP-3076,Technical Complexity,Low
CF-003078,MOB-3078,Business Value,Very High
CF-003080,DATA-3080,Risk Level,Very High
CF-003081,PORTAL-3081,Technical Complexity,Very High
CF-003082,MOB-3082,Technical Complexity,High
CF-003083,ECOM-3083,Technical Complexity,Low
CF-003086,SEC-3086,Risk Level,Medium
CF-003088,SEC-3088,Customer Impact,Low
CF-003090,DATA-3090,Technical Complexity,Very High
CF-003091,CLOUD-3091,Risk Level,Very High
CF-003092,PORTAL-3092,Technical Complexity,Very High
CF-003093,ERP-3093,Risk Level,Low
CF-003094,ERP-3094,Business Value,Very High
CF-003095,CRM-3095,Story Points,Low
CF-003096,BI-3096,Story Points,Very High
CF-003098,DATA-3098,Story Points,Medium
CF-003099,CLOUD-3099,Risk Level,High
CF-003103,CRM-3103,Technical Complexity,Medium
CF-003104,PORTAL-3104,Customer Impact,Very High
CF-003105,DATA-3105,Customer Impact,High
CF-003106,CRM-3106,Risk Level,Low
CF-003108,SEC-3108,Business Value,High
CF-003111,ECOM-3111,Technical Complexity,High
CF-003112,BANK-3112,Technical Complexity,Low
CF-003113,CLOUD-3113,Story Points,Low
CF-003114,CRM-3114,Customer Impact,Low
CF-003116,BANK-3116,Customer Impact,Very High
CF-003117,ECOM-3117,Risk Level,Very High
CF-003119,BANK-3119,Technical Complexity,Very High
CF-003121,CLOUD-3121,Technical Complexity,High
CF-003122,BI-3122,Customer Impact,Medium
CF-003125,BI-3125,Business Value,Low
CF-003126,ECOM-3126,Risk Level,Medium
CF-003128,BANK-3128,Story Points,High
CF-003129,BANK-3129,Story Points,High
CF-003131,BI-3131,Customer Impact,Medium
CF-003132,DATA-3132,Risk Level,Low
CF-003133,DATA-3133,Customer Impact,Medium
CF-003136,MOB-3136,Business Value,Low
CF-003137,CRM-3137,Technical Complexity,Very High
CF-003138,MOB-3138,Business Value,Low
CF-003139,MOB-3139,Risk Level,Very High
CF-003141,BANK-3141,Technical Complexity,Low
CF-003143,SEC-3143,Risk Level,Medium
CF-003144,PORTAL-3144,Customer Impact,Medium
CF-003145,SEC-3145,Customer Impact,High
CF-003146,DATA-3146,Story Points,Very High
CF-003147,MOB-3147,Technical Complexity,Very High
CF-003148,BANK-3148,Technical Complexity,Medium
CF-003149,PORTAL-3149,Risk Level,Medium
CF-003150,MOB-3150,Story Points,Medium
CF-003151,SEC-3151,Technical Complexity,Low
CF-003154,MOB-3154,Technical Complexity,Medium
CF-003155,ECOM-3155,Technical Complexity,Medium
CF-003156,PORTAL-3156,Technical Complexity,Low
CF-003157,PORTAL-3157,Business Value,Medium
CF-003158,CRM-3158,Risk Level,High
CF-003159,MOB-3159,Customer Impact,Medium
CF-003160,BANK-3160,Story Points,Medium
CF-003164,SEC-3164,Risk Level,High
CF-003165,CLOUD-3165,Customer Impact,Very High
CF-003166,DATA-3166,Business Value,Very High
CF-003167,SEC-3167,Customer Impact,Very High
CF-003168,DATA-3168,Story Points,Very High
CF-003169,MOB-3169,Story Points,High
CF-003170,CLOUD-3170,Risk Level,Medium
CF-003174,DATA-3174,Story Points,Low
CF-003175,BI-3175,Business Value,Very High
CF-003176,BI-3176,Technical Complexity,Medium
CF-003177,BANK-3177,Business Value,Very High
CF-003178,BANK-3178,Story Points,Low
CF-003179,BANK-3179,Risk Level,Very High
CF-003180,DATA-3180,Business Value,Medium
CF-003181,ECOM-3181,Risk Level,High
CF-003182,DATA-3182,Story Points,Low
CF-003184,MOB-3184,Story Points,Very High
CF-003185,MOB-3185,Technical Complexity,High
CF-003186,DATA-3186,Story Points,High
CF-003187,ECOM-3187,Risk Level,Very High
CF-003188,PORTAL-3188,Customer Impact,Very High
CF-003189,ECOM-3189,Risk Level,Very High
CF-003190,CLOUD-3190,Customer Impact,Low
CF-003191,SEC-3191,Business Value,Very High
CF-003192,ERP-3192,Technical Complexity,Low
CF-003193,MOB-3193,Business Value,Medium
CF-003194,CLOUD-3194,Customer Impact,High
CF-003195,MOB-3195,Business Value,Medium
CF-003196,DATA-3196,Technical Complexity,Very High
CF-003197,PORTAL-3197,Technical Complexity,High
CF-003198,MOB-3198,Technical Complexity,High
CF-003199,ECOM-3199,Story Points,Medium
CF-003200,DATA-3200,Business Value,Low
CF-003202,BI-3202,Business Value,High
CF-003203,BI-3203,Story Points,Medium
CF-003204,SEC-3204,Business Value,High
CF-003205,BI-3205,Story Points,Low
CF-003206,ERP-3206,Technical Complexity,Very High
CF-003207,CRM-3207,Risk Level,Medium
CF-003208,CRM-3208,Story Points,Medium
CF-003209,MOB-3209,Technical Complexity,High
CF-003210,BI-3210,Business Value,Very High
CF-003212,DATA-3212,Customer Impact,Very High
CF-003213,ERP-3213,Business Value,High
CF-003216,ERP-3216,Customer Impact,Low
CF-003217,CLOUD-3217,Technical Complexity,Very High
CF-003218,CRM-3218,Story Points,Very High
CF-003220,BI-3220,Business Value,Very High
CF-003221,BI-3221,Business Value,High
CF-003222,ERP-3222,Business Value,Medium
CF-003223,BANK-3223,Customer Impact,Very High
CF-003224,ECOM-3224,Business Value,Very High
CF-003225,ECOM-3225,Story Points,Medium
CF-003226,BI-3226,Risk Level,Medium
CF-003230,CLOUD-3230,Business Value,Very High
CF-003231,BI-3231,Risk Level,High
CF-003232,MOB-3232,Technical Complexity,High
CF-003234,DATA-3234,Customer Impact,Very High
CF-003235,DATA-3235,Technical Complexity,Very High
CF-003236,BI-3236,Risk Level,High
CF-003238,ERP-3238,Customer Impact,Low
CF-003239,CLOUD-3239,Business Value,High
CF-003240,MOB-3240,Story Points,Very High
CF-003241,SEC-3241,Customer Impact,Low
CF-003242,BI-3242,Technical Complexity,Medium
CF-003244,CLOUD-3244,Customer Impact,Low
CF-003245,ERP-3245,Business Value,High
CF-003246,ECOM-3246,Risk Level,Very High
CF-003247,CRM-3247,Risk Level,Medium
CF-003248,PORTAL-3248,Risk Level,High
CF-003251,DATA-3251,Customer Impact,Very High
CF-003253,ECOM-3253,Story Points,Low
CF-003254,PORTAL-3254,Technical Complexity,Very High
CF-003255,DATA-3255,Customer Impact,Medium
CF-003256,CRM-3256,Customer Impact,High
CF-003257,ECOM-3257,Customer Impact,High
CF-003258,BI-3258,Technical Complexity,Medium
CF-003259,BI-3259,Business Value,High
CF-003260,PORTAL-3260,Business Value,Very High
CF-003261,CLOUD-3261,Story Points,Very High
CF-003262,ERP-3262,Business Value,Very High
CF-003263,ECOM-3263,Technical Complexity,Medium
CF-003264,BI-3264,Story Points,Very High
CF-003265,BANK-3265,Business Value,Low
CF-003267,SEC-3267,Story Points,Low
CF-003268,CLOUD-3268,Customer Impact,High
CF-003269,MOB-3269,Customer Impact,Very High
CF-003270,MOB-3270,Technical Complexity,Low
CF-003271,BI-3271,Risk Level,Medium
CF-003272,CLOUD-3272,Business Value,Low
CF-003274,DATA-3274,Customer Impact,Very High
CF-003275,BI-3275,Risk Level,Medium
CF-003276,BANK-3276,Customer Impact,Very High
CF-003277,ERP-3277,Story Points,Medium
CF-003278,ECOM-3278,Customer Impact,Very High
CF-003279,BI-3279,Customer Impact,Very High
CF-003280,CLOUD-3280,Risk Level,High
CF-003281,CLOUD-3281,Business Value,High
CF-003283,SEC-3283,Business Value,Very High
CF-003284,MOB-3284,Story Points,High
CF-003285,ECOM-3285,Story Points,High
CF-003286,DATA-3286,Risk Level,Very High
CF-003287,CLOUD-3287,Technical Complexity,High
CF-003288,SEC-3288,Risk Level,High
CF-003289,BANK-3289,Story Points,High
CF-003290,BANK-3290,Technical Complexity,Low
CF-003291,PORTAL-3291,Customer Impact,High
CF-003292,PORTAL-3292,Customer Impact,Medium
CF-003293,CLOUD-3293,Technical Complexity,High
CF-003294,CLOUD-3294,Story Points,Very High
CF-003296,CLOUD-3296,Risk Level,Low
CF-003298,SEC-3298,Customer Impact,Low
CF-003299,PORTAL-3299,Business Value,Medium
CF-003300,MOB-3300,Customer Impact,Medium
CF-003301,ERP-3301,Technical Complexity,Low
CF-003302,PORTAL-3302,Technical Complexity,Low
CF-003303,SEC-3303,Technical Complexity,Very High
CF-003304,MOB-3304,Customer Impact,High
CF-003305,PORTAL-3305,Business Value,Medium
CF-003306,CLOUD-3306,Business Value,Very High
CF-003307,ECOM-3307,Technical Complexity,Low
CF-003308,BANK-3308,Customer Impact,Low
CF-003309,ECOM-3309,Technical Complexity,Low
CF-003310,ERP-3310,Risk Level,Very High
CF-003311,ECOM-3311,Business Value,Medium
CF-003312,DATA-3312,Risk Level,Low
CF-003313,MOB-3313,Risk Level,Low
CF-003314,CLOUD-3314,Technical Complexity,Medium
CF-003315,SEC-3315,Story Points,High
CF-003316,BI-3316,Story Points,Low
CF-003317,MOB-3317,Business Value,High
CF-003318,SEC-3318,Risk Level,High
CF-003321,BANK-3321,Customer Impact,High
CF-003322,PORTAL-3322,Customer Impact,Medium
CF-003324,BANK-3324,Technical Complexity,Medium
CF-003325,SEC-3325,Risk Level,Very High
CF-003326,MOB-3326,Customer Impact,Low
CF-003327,ERP-3327,Business Value,Medium
CF-003328,CLOUD-3328,Technical Complexity,Very High
CF-003329,BI-3329,Business Value,High
CF-003330,CRM-3330,Risk Level,High
CF-003332,DATA-3332,Risk Level,Medium
CF-003333,CRM-3333,Story Points,Low
CF-003334,SEC-3334,Customer Impact,Very High
CF-003335,CLOUD-3335,Story Points,High
CF-003336,ECOM-3336,Customer Impact,Medium
CF-003337,SEC-3337,Business Value,High
CF-003338,ECOM-3338,Customer Impact,High
CF-003339,DATA-3339,Business Value,Low
CF-003341,BI-3341,Story Points,Low
CF-003343,MOB-3343,Risk Level,High
CF-003344,MOB-3344,Customer Impact,Low
CF-003345,CLOUD-3345,Risk Level,Very High
CF-003347,SEC-3347,Risk Level,Very High
CF-003348,BANK-3348,Risk Level,High
CF-003349,BI-3349,Technical Complexity,High
CF-003350,PORTAL-3350,Customer Impact,Low
CF-003351,BI-3351,Risk Level,Very High
CF-003352,MOB-3352,Business Value,Medium
CF-003353,MOB-3353,Technical Complexity,Low
CF-003354,MOB-3354,Story Points,Medium
CF-003355,PORTAL-3355,Story Points,Low
CF-003356,BI-3356,Customer Impact,Low
CF-003357,ECOM-3357,Customer Impact,Low
CF-003359,PORTAL-3359,Business Value,Medium
CF-003360,ECOM-3360,Technical Complexity,Low
CF-003362,ECOM-3362,Risk Level,Medium
CF-003363,SEC-3363,Business Value,Low
CF-003364,CLOUD-3364,Customer Impact,Very High
CF-003366,ERP-3366,Story Points,Low
CF-003367,PORTAL-3367,Risk Level,Low
CF-003369,ECOM-3369,Business Value,Low
CF-003371,CLOUD-3371,Technical Complexity,Very High
CF-003372,CRM-3372,Customer Impact,Low
CF-003373,CRM-3373,Business Value,Very High
CF-003374,BANK-3374,Story Points,High
CF-003375,DATA-3375,Customer Impact,Medium
CF-003376,ERP-3376,Story Points,Medium
CF-003378,MOB-3378,Risk Level,High
CF-003380,CRM-3380,Business Value,High
CF-003381,MOB-3381,Business Value,Medium
CF-003382,SEC-3382,Technical Complexity,High
CF-003383,BI-3383,Risk Level,High
CF-003385,ECOM-3385,Customer Impact,Low
CF-003387,PORTAL-3387,Risk Level,Medium
CF-003388,ERP-3388,Technical Complexity,Medium
CF-003390,DATA-3390,Risk Level,Medium
CF-003393,DATA-3393,Story Points,Low
CF-003394,MOB-3394,Technical Complexity,Low
CF-003397,BI-3397,Story Points,High
CF-003398,SEC-3398,Customer Impact,Low
CF-003399,CLOUD-3399,Risk Level,High
CF-003400,ECOM-3400,Story Points,Low
CF-003401,BI-3401,Risk Level,Low
CF-003402,ERP-3402,Customer Impact,Medium
CF-003403,BI-3403,Technical Complexity,Medium
CF-003404,ERP-3404,Risk Level,Medium
CF-003405,DATA-3405,Technical Complexity,Low
CF-003406,BI-3406,Business Value,Medium
CF-003407,BI-3407,Story Points,High
CF-003408,ECOM-3408,Customer Impact,Very High
CF-003409,BI-3409,Risk Level,High
CF-003410,MOB-3410,Story Points,Medium
CF-003411,ERP-3411,Business Value,High
CF-003412,ERP-3412,Risk Level,High
CF-003413,CRM-3413,Risk Level,Low
CF-003414,PORTAL-3414,Risk Level,Very High
CF-003415,DATA-3415,Risk Level,Very High
CF-003416,ECOM-3416,Story Points,Medium
CF-003417,CRM-3417,Story Points,Low
CF-003419,CRM-3419,Business Value,High
CF-003420,ECOM-3420,Story Points,Medium
CF-003421,CRM-3421,Risk Level,High
CF-003422,CRM-3422,Customer Impact,Low
CF-003423,BI-3423,Story Points,High
CF-003424,BANK-3424,Risk Level,Medium
CF-003425,PORTAL-3425,Customer Impact,High
CF-003427,CLOUD-3427,Business Value,Very High
CF-003428,CRM-3428,Customer Impact,Very High
CF-003430,DATA-3430,Risk Level,Low
CF-003431,SEC-3431,Technical Complexity,Low
CF-003435,ECOM-3435,Story Points,Medium
CF-003436,PORTAL-3436,Customer Impact,High
CF-003437,ERP-3437,Story Points,Very High
CF-003439,CRM-3439,Story Points,High
CF-003440,CLOUD-3440,Risk Level,High
CF-003442,SEC-3442,Customer Impact,Medium
CF-003443,CLOUD-3443,Risk Level,Medium
CF-003444,PORTAL-3444,Customer Impact,Medium
CF-003445,BANK-3445,Story Points,Low
CF-003446,PORTAL-3446,Story Points,Very High
CF-003447,DATA-3447,Story Points,Medium
CF-003448,PORTAL-3448,Customer Impact,High
CF-003449,ECOM-3449,Risk Level,High
CF-003450,SEC-3450,Story Points,Medium
CF-003455,ERP-3455,Technical Complexity,Low
CF-003456,BI-3456,Technical Complexity,High
CF-003457,CRM-3457,Story Points,Medium
CF-003458,BI-3458,Technical Complexity,High
CF-003459,DATA-3459,Risk Level,High
CF-003460,BI-3460,Risk Level,Low
CF-003461,CRM-3461,Business Value,Very High
CF-003462,BI-3462,Risk Level,High
CF-003463,ECOM-3463,Customer Impact,Low
CF-003464,MOB-3464,Customer Impact,Medium
CF-003465,ECOM-3465,Business Value,Low
CF-003466,BI-3466,Risk Level,Low
CF-003467,SEC-3467,Technical Complexity,Low
CF-003468,DATA-3468,Business Value,High
CF-003469,BI-3469,Story Points,Low
CF-003470,ECOM-3470,Story Points,Very High
CF-003471,SEC-3471,Risk Level,High
CF-003472,CLOUD-3472,Technical Complexity,Medium
CF-003474,BANK-3474,Customer Impact,Low
CF-003475,BI-3475,Technical Complexity,Very High
CF-003477,MOB-3477,Customer Impact,Low
CF-003478,CLOUD-3478,Technical Complexity,Low
CF-003479,CRM-3479,Technical Complexity,High
CF-003480,ECOM-3480,Business Value,High
CF-003481,CLOUD-3481,Risk Level,Very High
CF-003482,BI-3482,Risk Level,High
CF-003483,CLOUD-3483,Technical Complexity,Very High
CF-003485,MOB-3485,Risk Level,Medium
CF-003486,SEC-3486,Risk Level,Medium
CF-003487,BANK-3487,Business Value,Very High
CF-003489,SEC-3489,Technical Complexity,Low
CF-003491,SEC-3491,Business Value,Very High
CF-003492,BANK-3492,Technical Complexity,Medium
CF-003493,MOB-3493,Risk Level,Very High
CF-003495,DATA-3495,Customer Impact,Very High
CF-003497,DATA-3497,Technical Complexity,Low
CF-003498,BI-3498,Technical Complexity,Very High
CF-003499,CLOUD-3499,Risk Level,Medium
CF-003501,SEC-3501,Risk Level,Medium
CF-003502,ERP-3502,Risk Level,Medium
CF-003503,ERP-3503,Customer Impact,Low
CF-003504,BI-3504,Risk Level,High
CF-003505,CRM-3505,Risk Level,High
CF-003506,BI-3506,Business Value,High
CF-003507,ERP-3507,Technical Complexity,Low
CF-003508,PORTAL-3508,Story Points,High
CF-003510,BI-3510,Technical Complexity,Very High
CF-003511,BI-3511,Risk Level,Low
CF-003512,SEC-3512,Customer Impact,High
CF-003513,CLOUD-3513,Risk Level,Very High
CF-003514,PORTAL-3514,Business Value,Medium
CF-003515,BANK-3515,Customer Impact,Low
CF-003516,CLOUD-3516,Customer Impact,Very High
CF-003517,DATA-3517,Risk Level,Low
CF-003519,CRM-3519,Risk Level,Medium
CF-003520,CLOUD-3520,Risk Level,High
CF-003521,BI-3521,Business Value,Low
CF-003522,SEC-3522,Customer Impact,Medium
CF-003523,BANK-3523,Technical Complexity,Low
CF-003524,ERP-3524,Business Value,Very High
CF-003525,ECOM-3525,Story Points,Low
CF-003526,BANK-3526,Customer Impact,Very High
CF-003527,MOB-3527,Business Value,High
CF-003528,PORTAL-3528,Customer Impact,Very High
CF-003529,ERP-3529,Technical Complexity,Very High
CF-003530,CRM-3530,Business Value,Very High
CF-003531,BANK-3531,Customer Impact,Low
CF-003532,PORTAL-3532,Business Value,Very High
CF-003533,DATA-3533,Story Points,High
CF-003536,DATA-3536,Technical Complexity,Medium
CF-003537,DATA-3537,Risk Level,Very High
CF-003538,PORTAL-3538,Story Points,Medium
CF-003541,MOB-3541,Story Points,Low
CF-003542,BI-3542,Story Points,Medium
CF-003543,SEC-3543,Customer Impact,Low
CF-003546,BI-3546,Story Points,Very High
CF-003547,BANK-3547,Business Value,Low
CF-003549,BI-3549,Technical Complexity,High
CF-003550,BI-3550,Story Points,Very High
CF-003551,BI-3551,Business Value,Medium
CF-003552,CRM-3552,Risk Level,Very High
CF-003553,PORTAL-3553,Story Points,High
CF-003554,DATA-3554,Story Points,Medium
CF-003555,BANK-3555,Risk Level,Very High
CF-003556,MOB-3556,Customer Impact,Very High
CF-003557,DATA-3557,Story Points,Medium
CF-003558,CRM-3558,Risk Level,Medium
CF-003559,DATA-3559,Customer Impact,Very High
CF-003560,BANK-3560,Technical Complexity,Medium
CF-003562,CRM-3562,Customer Impact,High
CF-003563,ECOM-3563,Technical Complexity,Medium
CF-003564,ECOM-3564,Risk Level,Low
CF-003565,SEC-3565,Technical Complexity,High
CF-003566,MOB-3566,Customer Impact,High
CF-003567,DATA-3567,Business Value,Low
CF-003568,CRM-3568,Customer Impact,High
CF-003571,MOB-3571,Story Points,Medium
CF-003573,ECOM-3573,Risk Level,Medium
CF-003574,ECOM-3574,Customer Impact,Very High
CF-003576,ECOM-3576,Customer Impact,High
CF-003577,CRM-3577,Story Points,High
CF-003578,PORTAL-3578,Technical Complexity,Very High
CF-003580,ECOM-3580,Technical Complexity,Medium
CF-003581,CRM-3581,Business Value,Low
CF-003582,DATA-3582,Risk Level,High
CF-003584,ERP-3584,Risk Level,Low
CF-003585,BANK-3585,Technical Complexity,Medium
CF-003586,MOB-3586,Risk Level,Very High
CF-003587,ERP-3587,Business Value,Medium
CF-003589,ECOM-3589,Customer Impact,High
CF-003590,BI-3590,Story Points,Low
CF-003592,ERP-3592,Technical Complexity,Medium
CF-003593,BI-3593,Risk Level,Medium
CF-003596,DATA-3596,Technical Complexity,Low
CF-003597,BANK-3597,Business Value,Medium
CF-003598,CLOUD-3598,Technical Complexity,Very High
CF-003599,DATA-3599,Business Value,Medium
CF-003600,SEC-3600,Story Points,Low
CF-003601,ECOM-3601,Customer Impact,Low
CF-003602,BANK-3602,Risk Level,Low
CF-003603,CRM-3603,Story Points,Very High
CF-003604,ECOM-3604,Technical Complexity,Low
CF-003605,CRM-3605,Customer Impact,Medium
CF-003606,BI-3606,Technical Complexity,Very High
CF-003607,MOB-3607,Customer Impact,High
CF-003608,SEC-3608,Customer Impact,Very High
CF-003609,BI-3609,Technical Complexity,Very High
CF-003610,BI-3610,Story Points,Medium
CF-003612,DATA-3612,Customer Impact,Very High
CF-003614,MOB-3614,Technical Complexity,Very High
CF-003615,CLOUD-3615,Risk Level,Medium
CF-003616,BI-3616,Technical Complexity,Low
CF-003617,MOB-3617,Technical Complexity,High
CF-003618,DATA-3618,Customer Impact,Low
CF-003620,BI-3620,Story Points,Medium
CF-003621,SEC-3621,Risk Level,High
CF-003623,CLOUD-3623,Technical Complexity,High
CF-003624,DATA-3624,Customer Impact,Very High
CF-003625,ECOM-3625,Customer Impact,Very High
CF-003627,ECOM-3627,Business Value,High
CF-003628,DATA-3628,Customer Impact,Medium
CF-003629,PORTAL-3629,Technical Complexity,Very High
CF-003630,PORTAL-3630,Business Value,Low
CF-003631,MOB-3631,Risk Level,Medium
CF-003632,CLOUD-3632,Business Value,Medium
CF-003634,SEC-3634,Risk Level,Very High
CF-003635,BANK-3635,Story Points,Medium
CF-003637,CLOUD-3637,Customer Impact,Very High
CF-003640,ECOM-3640,Customer Impact,Very High
CF-003642,ECOM-3642,Customer Impact,Medium
CF-003644,ERP-3644,Technical Complexity,Very High
CF-003645,MOB-3645,Business Value,High
CF-003646,SEC-3646,Customer Impact,High
CF-003647,BI-3647,Customer Impact,Very High
CF-003648,CRM-3648,Technical Complexity,High
CF-003649,ERP-3649,Technical Complexity,Medium
CF-003652,ECOM-3652,Technical Complexity,High
CF-003654,PORTAL-3654,Story Points,Very High
CF-003655,BANK-3655,Story Points,Low
CF-003656,PORTAL-3656,Story Points,Medium
CF-003658,BANK-3658,Customer Impact,Very High
CF-003659,BI-3659,Story Points,Very High
CF-003662,PORTAL-3662,Business Value,Low
CF-003663,BI-3663,Story Points,Low
CF-003664,ECOM-3664,Story Points,Very High
CF-003665,CLOUD-3665,Customer Impact,Very High
CF-003666,DATA-3666,Business Value,Very High
CF-003667,BI-3667,Customer Impact,High
CF-003669,MOB-3669,Technical Complexity,High
CF-003670,ECOM-3670,Technical Complexity,Medium
CF-003671,BI-3671,Technical Complexity,High
CF-003672,MOB-3672,Story Points,Low
CF-003673,ECOM-3673,Business Value,Very High
CF-003675,CLOUD-3675,Story Points,Very High
CF-003676,CRM-3676,Technical Complexity,High
CF-003677,BI-3677,Customer Impact,Low
CF-003678,BANK-3678,Story Points,Very High
CF-003679,BI-3679,Customer Impact,Medium
CF-003680,BI-3680,Risk Level,Low
CF-003681,CRM-3681,Risk Level,Low
CF-003682,MOB-3682,Risk Level,High
CF-003685,MOB-3685,Story Points,Medium
CF-003686,ECOM-3686,Customer Impact,High
CF-003688,ECOM-3688,Business Value,High
CF-003690,PORTAL-3690,Story Points,Low
CF-003692,MOB-3692,Technical Complexity,Low
CF-003693,ERP-3693,Story Points,Low
CF-003694,PORTAL-3694,Technical Complexity,Medium
CF-003695,CLOUD-3695,Story Points,Very High
CF-003696,BI-3696,Business Value,High
CF-003698,BANK-3698,Technical Complexity,Medium
CF-003699,CRM-3699,Technical Complexity,Medium
CF-003700,DATA-3700,Business Value,Medium
CF-003701,PORTAL-3701,Business Value,Low
CF-003703,CLOUD-3703,Customer Impact,Very High
CF-003704,BANK-3704,Customer Impact,Medium
CF-003706,SEC-3706,Technical Complexity,High
CF-003707,CRM-3707,Story Points,Low
CF-003708,CRM-3708,Customer Impact,Very High
CF-003709,SEC-3709,Risk Level,Medium
CF-003711,CRM-3711,Technical Complexity,Medium
CF-003712,MOB-3712,Customer Impact,Medium
CF-003713,CLOUD-3713,Business Value,Medium
CF-003714,CRM-3714,Customer Impact,Medium
CF-003715,DATA-3715,Technical Complexity,Medium
CF-003716,SEC-3716,Business Value,High
CF-003717,MOB-3717,Risk Level,High
CF-003719,ECOM-3719,Story Points,Medium
CF-003720,BI-3720,Customer Impact,Medium
CF-003721,BI-3721,Risk Level,Low
CF-003723,SEC-3723,Technical Complexity,Very High
CF-003724,ECOM-3724,Customer Impact,Low
CF-003725,ECOM-3725,Customer Impact,Low
CF-003726,ECOM-3726,Technical Complexity,Medium
CF-003727,ERP-3727,Technical Complexity,Low
CF-003728,PORTAL-3728,Risk Level,Low
CF-003729,BI-3729,Risk Level,Very High
CF-003730,ECOM-3730,Customer Impact,Low
CF-003731,CLOUD-3731,Risk Level,High
CF-003732,DATA-3732,Story Points,Very High
CF-003733,BANK-3733,Customer Impact,High
CF-003734,MOB-3734,Story Points,Medium
CF-003736,CRM-3736,Story Points,High
CF-003737,SEC-3737,Technical Complexity,Medium
CF-003738,BI-3738,Story Points,Low
CF-003739,SEC-3739,Story Points,High
CF-003741,DATA-3741,Story Points,Medium
CF-003742,PORTAL-3742,Technical Complexity,Very High
CF-003743,BANK-3743,Story Points,Very High
CF-003744,ERP-3744,Customer Impact,Very High
CF-003745,ERP-3745,Technical Complexity,Low
CF-003747,PORTAL-3747,Customer Impact,Very High
CF-003748,ERP-3748,Customer Impact,Medium
CF-003749,DATA-3749,Customer Impact,Medium
CF-003750,ECOM-3750,Business Value,High
CF-003751,MOB-3751,Customer Impact,High
CF-003752,ERP-3752,Business Value,Low
CF-003753,PORTAL-3753,Story Points,Medium
CF-003755,BANK-3755,Risk Level,Medium
CF-003756,CLOUD-3756,Technical Complexity,Very High
CF-003757,BANK-3757,Risk Level,Medium
CF-003759,CRM-3759,Risk Level,Low
CF-003760,SEC-3760,Customer Impact,Low
CF-003761,ECOM-3761,Customer Impact,Medium
CF-003763,BANK-3763,Story Points,High
CF-003764,PORTAL-3764,Risk Level,Medium
CF-003765,BANK-3765,Risk Level,Medium
CF-003766,PORTAL-3766,Story Points,Very High
CF-003769,PORTAL-3769,Business Value,Low
CF-003770,PORTAL-3770,Customer Impact,Very High
CF-003771,BANK-3771,Technical Complexity,High
CF-003772,DATA-3772,Business Value,High
CF-003773,BI-3773,Story Points,High
CF-003774,BI-3774,Story Points,High
CF-003777,ERP-3777,Business Value,High
CF-003779,DATA-3779,Risk Level,Low
CF-003780,BI-3780,Customer Impact,Medium
CF-003781,DATA-3781,Technical Complexity,Very High
CF-003782,CRM-3782,Technical Complexity,Medium
CF-003783,BANK-3783,Business Value,Very High
CF-003784,BANK-3784,Story Points,Low
CF-003785,BI-3785,Technical Complexity,Very High
CF-003786,ERP-3786,Story Points,Low
CF-003787,CLOUD-3787,Risk Level,Medium
CF-003788,SEC-3788,Business Value,Very High
CF-003789,MOB-3789,Technical Complexity,Very High
CF-003790,MOB-3790,Business Value,Medium
CF-003791,BI-3791,Business Value,Very High
CF-003792,MOB-3792,Customer Impact,Medium
CF-003793,SEC-3793,Technical Complexity,Low
CF-003794,PORTAL-3794,Technical Complexity,High
CF-003795,BI-3795,Technical Complexity,Very High
CF-003796,CRM-3796,Risk Level,Low
CF-003797,ERP-3797,Customer Impact,Low
CF-003798,CRM-3798,Business Value,Medium
CF-003801,CLOUD-3801,Story Points,High
CF-003802,ECOM-3802,Story Points,Very High
CF-003804,CLOUD-3804,Risk Level,Low
CF-003805,CRM-3805,Technical Complexity,High
CF-003806,PORTAL-3806,Risk Level,Medium
CF-003807,CRM-3807,Technical Complexity,High
CF-003808,MOB-3808,Risk Level,Medium
CF-003809,ECOM-3809,Technical Complexity,Medium
CF-003810,MOB-3810,Technical Complexity,Very High
CF-003812,BI-3812,Business Value,High
CF-003816,ERP-3816,Risk Level,Very High
CF-003817,BI-3817,Technical Complexity,Low
CF-003818,DATA-3818,Technical Complexity,High
CF-003819,DATA-3819,Customer Impact,Medium
CF-003820,CLOUD-3820,Business Value,High
CF-003821,MOB-3821,Customer Impact,High
CF-003824,SEC-3824,Story Points,Medium
CF-003825,BI-3825,Technical Complexity,High
CF-003826,MOB-3826,Risk Level,Very High
CF-003828,MOB-3828,Story Points,Low
CF-003829,ECOM-3829,Risk Level,Low
CF-003830,BANK-3830,Customer Impact,Low
CF-003834,SEC-3834,Technical Complexity,Very High
CF-003835,ERP-3835,Story Points,High
CF-003836,SEC-3836,Story Points,High
CF-003837,DATA-3837,Risk Level,Very High
CF-003838,PORTAL-3838,Risk Level,High
CF-003839,ERP-3839,Customer Impact,Medium
CF-003840,BI-3840,Customer Impact,Low
CF-003841,CRM-3841,Business Value,Low
CF-003842,BI-3842,Technical Complexity,High
CF-003844,MOB-3844,Risk Level,Medium
CF-003845,BANK-3845,Risk Level,Low
CF-003846,ECOM-3846,Risk Level,Very High
CF-003847,ECOM-3847,Story Points,High
CF-003848,CLOUD-3848,Business Value,Medium
CF-003849,ECOM-3849,Business Value,Low
CF-003850,PORTAL-3850,Customer Impact,High
CF-003851,CRM-3851,Story Points,Low
